gene_label,ct_label,as_label,avg_mean_gene_expr,as,ct,gene
MEIS2,endothelial cell,endothelium,3.058453,http://purl.obolibrary.org/obo/UBERON_0001986,http://purl.obolibrary.org/obo/CL_0000115,http://identifiers.org/hgnc/7001
MGP,kidney interstitial fibroblast,renal papilla,1.437093,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/7060
MGP,kidney interstitial fibroblast,kidney capsule,1.437093,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/7060
MGP,kidney interstitial fibroblast,kidney,1.437093,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/7060
MGP,kidney interstitial fibroblast,kidney pyramid,1.437093,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/7060
MGP,kidney interstitial fibroblast,kidney interstitium,1.437093,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/7060
MGP,kidney interstitial fibroblast,renal column,1.437093,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/7060
MGP,kidney interstitial fibroblast,outer cortex of kidney,1.437093,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/7060
MME,podocyte,kidney capsule,2.130287,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/7154
MME,podocyte,kidney,2.130287,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/7154
MME,podocyte,kidney pyramid,2.130287,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/7154
MME,podocyte,renal column,2.130287,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/7154
MME,podocyte,outer cortex of kidney,2.130287,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/7154
MME,podocyte,glomerular visceral epithelium,2.130287,http://purl.obolibrary.org/obo/UBERON_0005751,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/7154
MMP7,kidney connecting tubule epithelial cell,renal papilla,0.702823,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/7174
MMP7,kidney connecting tubule epithelial cell,kidney capsule,0.702823,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/7174
MMP7,kidney connecting tubule epithelial cell,kidney,0.702823,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/7174
MMP7,kidney connecting tubule epithelial cell,kidney pyramid,0.702823,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/7174
MMP7,kidney connecting tubule epithelial cell,renal column,0.702823,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/7174
MMP7,kidney connecting tubule epithelial cell,outer cortex of kidney,0.702823,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/7174
MMP7,kidney connecting tubule epithelial cell,renal connecting tubule,0.702823,http://purl.obolibrary.org/obo/UBERON_0005097,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/7174
MNDA,neutrophil,kidney capsule,1.390219,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/7183
MNDA,neutrophil,kidney,1.390219,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/7183
MNDA,neutrophil,kidney pyramid,1.390219,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/7183
MNDA,neutrophil,kidney interstitium,1.390219,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/7183
MNDA,neutrophil,renal column,1.390219,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/7183
MNDA,neutrophil,outer cortex of kidney,1.390219,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/7183
MYL9,renal interstitial pericyte,renal papilla,0.77014,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/15754
MYL9,renal interstitial pericyte,kidney capsule,0.77014,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/15754
MYL9,renal interstitial pericyte,kidney,0.77014,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/15754
MYL9,renal interstitial pericyte,kidney blood vessel,0.77014,http://purl.obolibrary.org/obo/UBERON_0003517,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/15754
MYL9,renal interstitial pericyte,kidney pyramid,0.77014,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/15754
MYL9,renal interstitial pericyte,renal column,0.77014,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/15754
MYL9,renal interstitial pericyte,outer cortex of kidney,0.77014,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/15754
MYLK,renal interstitial pericyte,renal papilla,0.979133,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/7590
MYLK,renal interstitial pericyte,kidney capsule,0.979133,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/7590
MYLK,renal interstitial pericyte,kidney,0.979133,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/7590
MYLK,renal interstitial pericyte,kidney blood vessel,0.979133,http://purl.obolibrary.org/obo/UBERON_0003517,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/7590
MYLK,renal interstitial pericyte,kidney pyramid,0.979133,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/7590
MYLK,renal interstitial pericyte,renal column,0.979133,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/7590
MYLK,renal interstitial pericyte,outer cortex of kidney,0.979133,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/7590
MYO1F,neutrophil,kidney capsule,1.327904,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/7600
MYO1F,neutrophil,kidney,1.327904,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/7600
MYO1F,neutrophil,kidney pyramid,1.327904,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/7600
MYO1F,neutrophil,kidney interstitium,1.327904,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/7600
MYO1F,neutrophil,renal column,1.327904,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/7600
MYO1F,neutrophil,outer cortex of kidney,1.327904,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/7600
MYO1F,monocyte,kidney interstitium,1.179131,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000576,http://identifiers.org/hgnc/7600
NAALADL2,kidney loop of Henle thick ascending limb epithelial cell,thick ascending limb of loop of Henle,2.205918,http://purl.obolibrary.org/obo/UBERON_0001291,http://purl.obolibrary.org/obo/CL_1001106,http://identifiers.org/hgnc/23219
NAMPT,neutrophil,kidney capsule,2.135286,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/30092
NAMPT,neutrophil,kidney,2.135286,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/30092
NAMPT,neutrophil,kidney pyramid,2.135286,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/30092
NAMPT,neutrophil,kidney interstitium,2.135286,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/30092
NAMPT,neutrophil,renal column,2.135286,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/30092
NAMPT,neutrophil,outer cortex of kidney,2.135286,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/30092
NEDD4L,kidney collecting duct intercalated cell,collecting duct of renal tubule,2.053691,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/CL_1001432,http://identifiers.org/hgnc/7728
NFASC,podocyte,kidney capsule,1.597125,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/29866
NFASC,podocyte,kidney,1.597125,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/29866
NFASC,podocyte,kidney pyramid,1.597125,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/29866
NFASC,podocyte,renal column,1.597125,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/29866
NFASC,podocyte,outer cortex of kidney,1.597125,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/29866
NFASC,podocyte,glomerular visceral epithelium,1.597125,http://purl.obolibrary.org/obo/UBERON_0005751,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/29866
NIBAN1,neutrophil,kidney capsule,1.251858,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/16784
NIBAN1,neutrophil,kidney,1.251858,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/16784
NIBAN1,neutrophil,kidney pyramid,1.251858,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/16784
NIBAN1,neutrophil,kidney interstitium,1.251858,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/16784
NIBAN1,neutrophil,renal column,1.251858,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/16784
NIBAN1,neutrophil,outer cortex of kidney,1.251858,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/16784
NPHS1,podocyte,kidney capsule,2.116734,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/7908
NPHS1,podocyte,kidney,2.116734,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/7908
NPHS1,podocyte,kidney pyramid,2.116734,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/7908
NPHS1,podocyte,renal column,2.116734,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/7908
NPHS1,podocyte,outer cortex of kidney,2.116734,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/7908
NPHS1,podocyte,glomerular visceral epithelium,2.116734,http://purl.obolibrary.org/obo/UBERON_0005751,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/7908
NPHS2,podocyte,kidney capsule,1.837566,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/13394
NPHS2,podocyte,kidney,1.837566,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/13394
NPHS2,podocyte,kidney pyramid,1.837566,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/13394
NPHS2,podocyte,renal column,1.837566,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/13394
NPHS2,podocyte,outer cortex of kidney,1.837566,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/13394
NPHS2,podocyte,glomerular visceral epithelium,1.837566,http://purl.obolibrary.org/obo/UBERON_0005751,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/13394
NTNG1,podocyte,kidney capsule,1.725321,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/23319
NTNG1,podocyte,kidney,1.725321,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/23319
NTNG1,podocyte,kidney pyramid,1.725321,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/23319
NTNG1,podocyte,renal column,1.725321,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/23319
NTNG1,podocyte,outer cortex of kidney,1.725321,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/23319
NTNG1,podocyte,glomerular visceral epithelium,1.725321,http://purl.obolibrary.org/obo/UBERON_0005751,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/23319
OSBPL10,parietal epithelial cell,renal papilla,1.022198,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/16395
OSBPL10,parietal epithelial cell,kidney capsule,1.022198,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/16395
OSBPL10,parietal epithelial cell,kidney,1.022198,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/16395
OSBPL10,parietal epithelial cell,kidney pyramid,1.022198,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/16395
OSBPL10,parietal epithelial cell,renal column,1.022198,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/16395
OSBPL10,parietal epithelial cell,outer cortex of kidney,1.022198,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/16395
OSBPL10,parietal epithelial cell,glomerular parietal epithelium,1.022198,http://purl.obolibrary.org/obo/UBERON_0005750,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/16395
P2RX1,mast cell,renal papilla,0.674958,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/8533
P2RX1,mast cell,kidney capsule,0.674958,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/8533
P2RX1,mast cell,kidney,0.674958,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/8533
P2RX1,mast cell,kidney pyramid,0.674958,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/8533
P2RX1,mast cell,kidney interstitium,0.674958,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/8533
P2RX1,mast cell,renal column,0.674958,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/8533
P2RX1,mast cell,outer cortex of kidney,0.674958,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/8533
PACRG,kidney collecting duct intercalated cell,collecting duct of renal tubule,1.385727,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/CL_1001432,http://identifiers.org/hgnc/19152
PAPPA,kidney collecting duct principal cell,collecting duct of renal tubule,0.707709,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/CL_1001431,http://identifiers.org/hgnc/8602
PARP8,T cell,renal papilla,1.183784,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/26124
PARP8,T cell,kidney capsule,1.183784,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/26124
PARP8,T cell,kidney,1.183784,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/26124
PARP8,T cell,kidney pyramid,1.183784,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/26124
PARP8,T cell,kidney interstitium,1.183784,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/26124
PARP8,T cell,renal column,1.183784,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/26124
PARP8,T cell,outer cortex of kidney,1.183784,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/26124
PBX1,endothelial cell,endothelium,2.534735,http://purl.obolibrary.org/obo/UBERON_0001986,http://purl.obolibrary.org/obo/CL_0000115,http://identifiers.org/hgnc/8632
PDE1A,parietal epithelial cell,kidney pyramid,1.341931,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/8774
PDE1A,parietal epithelial cell,renal column,1.341931,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/8774
PDE1A,parietal epithelial cell,outer cortex of kidney,1.341931,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/8774
PDE1A,parietal epithelial cell,glomerular parietal epithelium,1.341931,http://purl.obolibrary.org/obo/UBERON_0005750,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/8774
PDE1A,parietal epithelial cell,renal papilla,1.341931,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/8774
PDE1A,parietal epithelial cell,kidney capsule,1.341931,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/8774
PDE1A,parietal epithelial cell,kidney,1.341931,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/8774
PDE4D,epithelial cell of proximal tubule,proximal tubule,2.399957,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/CL_0002306,http://identifiers.org/hgnc/8783
PIK3C2G,kidney connecting tubule epithelial cell,renal papilla,0.642642,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/8973
PIK3C2G,kidney connecting tubule epithelial cell,kidney capsule,0.642642,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/8973
PIK3C2G,kidney connecting tubule epithelial cell,kidney,0.642642,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/8973
PIK3C2G,kidney connecting tubule epithelial cell,kidney pyramid,0.642642,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/8973
PIK3C2G,kidney connecting tubule epithelial cell,renal column,0.642642,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/8973
PIK3C2G,kidney connecting tubule epithelial cell,outer cortex of kidney,0.642642,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/8973
PIK3C2G,kidney connecting tubule epithelial cell,renal connecting tubule,0.642642,http://purl.obolibrary.org/obo/UBERON_0005097,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/8973
PIP4K2A,T cell,outer cortex of kidney,1.274916,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/8997
PIP4K2A,T cell,renal papilla,1.274916,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/8997
PIP4K2A,T cell,kidney capsule,1.274916,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/8997
PIP4K2A,T cell,kidney,1.274916,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/8997
PIP4K2A,T cell,kidney pyramid,1.274916,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/8997
PIP4K2A,T cell,kidney interstitium,1.274916,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/8997
PIP4K2A,T cell,renal column,1.274916,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/8997
PKHD1,kidney loop of Henle thick ascending limb epithelial cell,thick ascending limb of loop of Henle,3.01077,http://purl.obolibrary.org/obo/UBERON_0001291,http://purl.obolibrary.org/obo/CL_1001106,http://identifiers.org/hgnc/9016
PKHD1,epithelial cell of proximal tubule,proximal tubule,2.396052,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/CL_0002306,http://identifiers.org/hgnc/9016
PKP4,kidney loop of Henle thick ascending limb epithelial cell,thick ascending limb of loop of Henle,2.28946,http://purl.obolibrary.org/obo/UBERON_0001291,http://purl.obolibrary.org/obo/CL_1001106,http://identifiers.org/hgnc/9026
PLA2R1,podocyte,kidney capsule,2.943522,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/9042
PLA2R1,podocyte,kidney,2.943522,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/9042
PLA2R1,podocyte,kidney pyramid,2.943522,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/9042
PLA2R1,podocyte,renal column,2.943522,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/9042
PLA2R1,podocyte,outer cortex of kidney,2.943522,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/9042
PLA2R1,podocyte,glomerular visceral epithelium,2.943522,http://purl.obolibrary.org/obo/UBERON_0005751,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/9042
PLCB1,kidney loop of Henle thick ascending limb epithelial cell,thick ascending limb of loop of Henle,2.902646,http://purl.obolibrary.org/obo/UBERON_0001291,http://purl.obolibrary.org/obo/CL_1001106,http://identifiers.org/hgnc/15917
PLCE1,podocyte,outer cortex of kidney,1.857548,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/17175
PLCE1,podocyte,glomerular visceral epithelium,1.857548,http://purl.obolibrary.org/obo/UBERON_0005751,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/17175
PLCE1,podocyte,kidney capsule,1.857548,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/17175
PLCE1,podocyte,kidney,1.857548,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/17175
PLCE1,podocyte,kidney pyramid,1.857548,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/17175
PLCE1,podocyte,renal column,1.857548,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/17175
PLCG2,kidney collecting duct intercalated cell,collecting duct of renal tubule,1.65012,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/CL_1001432,http://identifiers.org/hgnc/9066
PLCG2,plasma cell,renal papilla,1.436187,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/9066
PLCG2,plasma cell,kidney capsule,1.436187,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/9066
PLCG2,plasma cell,kidney,1.436187,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/9066
