asctb_table,record_number,as_label,as,cell_label,cell_id,matched_genes,matched_gene_count,gene_symbols,hgnc_ids,references
blood-vasculature,984,periductal capillary of accessory pancreatic duct,https://purl.org/ccf/ASCTB-TEMP_periductal-capillary-of-accessory-pancreatic-duct,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.flandershealth.us/chronic-pancreatitis/microcirculation-of-the-pancreas.html
blood-vasculature,946,lobular artery of pancreas,https://purl.org/ccf/ASCTB-TEMP_lobular-artery-of-pancreas,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.flandershealth.us/chronic-pancreatitis/microcirculation-of-the-pancreas.html
blood-vasculature,2214,medial dorsal digital artery of fifth digit of hand,https://purl.org/ccf/ASCTB-TEMP_medial-dorsal-digital-artery-of-fifth-digit-of-hand,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.hand.theclinics.com/article/S0749-0712(19)30087-3/fulltext#secsectitle0035
blood-vasculature,960,Capillary network of pancreatic islet,http://purl.org/sig/ont/fma/fma280080,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.flandershealth.us/chronic-pancreatitis/microcirculation-of-the-pancreas.html
blood-vasculature,950,intralobular arteriole of pancreas,https://purl.org/ccf/ASCTB-TEMP_intralobular-arteriole-of-pancreas,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6880211/
blood-vasculature,954,lobular capillary of pancreas,https://purl.org/ccf/ASCTB-TEMP_lobular-capillary-of-pancreas,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.flandershealth.us/chronic-pancreatitis/microcirculation-of-the-pancreas.html
blood-vasculature,97,middle pharyngeal artery,https://purl.org/ccf/ASCTB-TEMP_middle-pharyngeal-artery,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,PMID:12169487
blood-vasculature,956,pancreatic islet afferent arteriole,https://purl.org/ccf/ASCTB-TEMP_pancreatic-islet-afferent-arteriole,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.flandershealth.us/chronic-pancreatitis/microcirculation-of-the-pancreas.html
blood-vasculature,980,periductal arteriole of accessory pancreatic duct,https://purl.org/ccf/ASCTB-TEMP_periductal-arteriole-of-accessory-pancreatic-duct,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.flandershealth.us/chronic-pancreatitis/microcirculation-of-the-pancreas.html
blood-vasculature,970,periductal arteriole of interlobular duct of pancreas,https://purl.org/ccf/ASCTB-TEMP_periductal-arteriole-of-interlobular-duct-of-pancreas,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.flandershealth.us/chronic-pancreatitis/microcirculation-of-the-pancreas.html
blood-vasculature,976,periductal branch of interlobular artery of pancreas,https://purl.org/ccf/ASCTB-TEMP_periductal-branch-of-interlobular-artery-of-pancreas,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.flandershealth.us/chronic-pancreatitis/microcirculation-of-the-pancreas.html
blood-vasculature,966,periductal branch of lobular artery of pancreas,https://purl.org/ccf/ASCTB-TEMP_periductal-branch-of-lobular-artery-of-pancreas,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.flandershealth.us/chronic-pancreatitis/microcirculation-of-the-pancreas.html
blood-vasculature,1372,internal iliac artery,http://purl.obolibrary.org/obo/UBERON_0001309,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Internal_iliac_artery
blood-vasculature,1384,inferior vesical artery,http://purl.obolibrary.org/obo/UBERON_0001311,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Inferior_vesical_artery
blood-vasculature,1364,cremasteric artery,http://purl.obolibrary.org/obo/UBERON_0034693,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Cremasteric_artery
blood-vasculature,1392,Middle rectal artery,http://purl.org/sig/ont/fma/fma18826,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://doi.org/10.1148/rg.2019180195
blood-vasculature,1380,Inferior gluteal artery,http://purl.org/sig/ont/fma/fma18871,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Inferior_gluteal_artery
blood-vasculature,1388,Prostatic part of inferior vesical artery,http://purl.org/sig/ont/fma/fma20966,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://radiopaedia.org/articles/inferior-vesical-artery
blood-vasculature,1376,Anterior division of internal iliac artery,http://purl.org/sig/ont/fma/fma69797,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Internal_iliac_artery
blood-vasculature,1368,Trunk of pubic part of inferior epigastric artery,http://purl.org/sig/ont/fma/fma20701,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Inferior_epigastric_artery
blood-vasculature,1396,prostatic arteriole,https://purl.org/ccf/ASCTB-TEMP_prostatic-arteriole,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://radiopaedia.org/articles/inferior-vesical-artery
blood-vasculature,139,submandibular gland capillary,https://purl.org/ccf/ASCTB-TEMP_submandibular-gland-capillary,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Glandular_branches_of_facial_artery
blood-vasculature,3491,Left second posterior intercostal vein,http://purl.org/sig/ont/fma/fma4799,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Posterior_intercostal_veins
blood-vasculature,3493,Left third posterior intercostal vein,http://purl.org/sig/ont/fma/fma4800,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Posterior_intercostal_veins
blood-vasculature,3481,Occipital vein,http://purl.org/sig/ont/fma/fma50802,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Occipital_vein
blood-vasculature,2560,Anterior vestibular artery,http://purl.org/sig/ont/fma/fma52239,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.vestib.com/arterial-supply.html
blood-vasculature,2564,Common cochlear artery,http://purl.org/sig/ont/fma/fma52242,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.vestib.com/arterial-supply.html
blood-vasculature,3497,thymic venule,https://purl.org/ccf/ASCTB-TEMP_thymic-venule,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Thymic_veins
blood-vasculature,2480,ascending cervical artery,http://purl.obolibrary.org/obo/UBERON_0012322,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Inferior_thyroid_artery
blood-vasculature,2338,Circumflex scapular artery,http://purl.org/sig/ont/fma/fma23179,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Circumflex_scapular_artery
blood-vasculature,2370,costo-cervical trunk,http://purl.obolibrary.org/obo/UBERON_0004688,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Costocervical_trunk
blood-vasculature,2382,dorsal intercostal artery,http://purl.obolibrary.org/obo/UBERON_0006198,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Intercostal_arteries
blood-vasculature,2374,deep cervical artery,http://purl.obolibrary.org/obo/UBERON_0012321,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Deep_cervical_artery
blood-vasculature,237,artery of pterygoid canal,http://purl.obolibrary.org/obo/UBERON_8600100,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Artery_of_the_pterygoid_canal
blood-vasculature,2386,First posterior intercostal artery,http://purl.org/sig/ont/fma/fma66241,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Intercostal_arteries
blood-vasculature,2378,segmental spinal artery #2,https://purl.org/ccf/ASCTB-TEMP_segmental-spinal-artery-2,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://anatomyzone.com/neuroanatomy/spinal-cord/blood-supply-to-the-spinal-cord/
bone-marrow,11,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,"plasmacytoid dendritic cell, human",CL:0001058,HLA-DRA; NCAM1,2,SIGLEC6; SERPINF1; CD14; CD19; CD3E; GZMB; FCGR3A; HLA-DRA; JCHAIN; IL3RA; ITGAX; NCAM1; AXL,HGNC:10875; HGNC:8824; HGNC:1628; HGNC:1633; HGNC:1674; HGNC:4709; HGNC:3619; HGNC:4947; HGNC:5713; HGNC:6012; HGNC:6152; HGNC:7656; HGNC:905,https://doi.org/10.1111/bjh.14467
bone-marrow,2,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,immature B cell,CL:0000816,MS4A1; PAX5,2,CD27; CD19; CD22; MS4A1; CR2; IGHD; IGHM; PAX5,HGNC:11922; HGNC:1633; HGNC:1643; HGNC:7315; HGNC:2336; HGNC:5480; HGNC:5541; HGNC:8619,https://doi.org/10.3389/fimmu.2012.00302
bone-marrow,5,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,plasma cell,CL:0000786,CD24; SDC1,2,TNFRSF17; SDC1; CD27; DERL3; CD19; CD24; CD38; CR2; SEC11C; MZB1; IGHA1; IGHD; IGHG1; IGKC,HGNC:11913; HGNC:10658; HGNC:11922; HGNC:14236; HGNC:1633; HGNC:1645; HGNC:1667; HGNC:2336; HGNC:23400; HGNC:30125; HGNC:5478; HGNC:5480; HGNC:5525; HGNC:5716,https://doi.org/10.1073/pnas.172384399
bone-marrow,12,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,immature conventional dendritic cell,CL:0000840,CD36; PTPRC; KIT,3,SIGLEC6; TFRC; CD22; CD36; ENG; GYPA; KIT; AXL; PTPRC,HGNC:10875; HGNC:11763; HGNC:1643; HGNC:1663; HGNC:3349; HGNC:4702; HGNC:6342; HGNC:905; HGNC:9666,https://doi.org/10.1182/blood-2004-02-0769
bone-marrow,1,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,precursor B cell,CL:0000817,IL7R; MME; PAX5,3,CD19; CD34; IGHD; IGHM; IL7R; MME; PAX5,HGNC:1633; HGNC:1662; HGNC:5480; HGNC:5541; HGNC:6024; HGNC:7154; HGNC:8619,https://doi.org/10.1016/j.exphem.2018.09.004
bone-marrow,9,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,conventional dendritic cell,CL:0000990,HLA-DRA; THBD; NCAM1,3,THBD; CD14; CD19; CD1C; CD3E; CLEC10A; FCER1A; FCGR2B; FCGR3A; HLA-DPB1; HLA-DQA2; HLA-DRA; IL3RA; ITGAX; NCAM1,HGNC:11784; HGNC:1628; HGNC:1633; HGNC:1636; HGNC:1674; HGNC:16916; HGNC:3609; HGNC:3618; HGNC:3619; HGNC:4940; HGNC:4943; HGNC:4947; HGNC:6012; HGNC:6152; HGNC:7656,https://doi.org/10.1016/j.immuni.2017.04.019
bone-marrow,21,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,granulocyte monocyte progenitor cell,CL:0000557,PTPRC; FLT3; NCAM1,3,CLEC11A; CALR; CD14; CD34; CD38; CD3E; FCGR3A; FLT3; AZU1; PTPRC; IL3RA; MPO; NCAM1,HGNC:10576; HGNC:1455; HGNC:1628; HGNC:1662; HGNC:1667; HGNC:1674; HGNC:3619; HGNC:3765; HGNC:913; HGNC:9666; HGNC:6012; HGNC:7218; HGNC:7656,https://doi.org/10.1038/ni.1889
bone-marrow,3,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,memory B cell,CL:0000787,CD24; MS4A1; MME,3,SELL; CD27; CD19; CD24; CD38; MS4A1; CD82; CR2; IGHA1; IGHD; IGHG1; MME,HGNC:10720; HGNC:11922; HGNC:1633; HGNC:1645; HGNC:1667; HGNC:7315; HGNC:6210; HGNC:2336; HGNC:5478; HGNC:5480; HGNC:5525; HGNC:7154,https://doi.org/10.1002/jcla.20001
bone-marrow,18,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,megakaryocyte-erythroid progenitor cell,CL:0000050,PTPRC; FLT3; SPINK2; NCAM1,4,SPINK2; CTNNBL1; CD14; CD34; CD38; CD3E; TESPA1; PRSS57; FCGR3A; FLT3; GATA1; GATA2; IL1B; IL3RA; NCAM1; PTPRC,HGNC:11245; HGNC:15879; HGNC:1628; HGNC:1662; HGNC:1667; HGNC:1674; HGNC:29109; HGNC:31397; HGNC:3619; HGNC:3765; HGNC:4170; HGNC:4171; HGNC:5992; HGNC:6012; HGNC:7656; HGNC:9666,https://doi.org/10.1038/ni.1889
bone-marrow,20,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,common myeloid progenitor,CL:0000049,PTPRC; FLT3; HPGD; NCAM1,4,SERPINB1; CD14; CD34; CD38; CD3E; CYTL1; FCGR3A; FLT3; GATA2; HPGD; IL3RA; MEST; NCAM1; PTPRC,HGNC:3311; HGNC:1628; HGNC:1662; HGNC:1667; HGNC:1674; HGNC:24435; HGNC:3619; HGNC:3765; HGNC:4171; HGNC:5154; HGNC:6012; HGNC:7028; HGNC:7656; HGNC:9666,https://doi.org/10.1038/ni.1889
bone-marrow,8,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,conventional dendritic cell,CL:0000990,CADM1; HLA-DRA; THBD; NCAM1,4,THBD; CADM1; XCR1; CD14; CD19; CD1C; CD3E; CLEC9A; FCGR3A; HLA-DRA; IL3RA; ITGAX; NCAM1,HGNC:11784; HGNC:5951; HGNC:1625; HGNC:1628; HGNC:1633; HGNC:1636; HGNC:1674; HGNC:26705; HGNC:3619; HGNC:4947; HGNC:6012; HGNC:6152; HGNC:7656,https://doi.org/10.3109/10428194.2013.781167
bone-marrow,4,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,naive B cell,CL:0000788,CD24; SDC1; MS4A1; PAX5,4,SDC1; CD40; CD27; CD19; CD24; CD38; FCER2; MS4A1; CR2; IGHD; IGHM; PAX5,HGNC:10658; HGNC:11919; HGNC:11922; HGNC:1633; HGNC:1645; HGNC:1667; HGNC:3612; HGNC:7315; HGNC:2336; HGNC:5480; HGNC:5541; HGNC:8619,https://doi.org/10.1038/s41467-019-12464-3
bone-marrow,23,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,early lymphoid progenitor,CL:0000936,PTPRC; SOX4; SYK; NCAM1,4,IL2RG; SOX4; SYK; CD2; BCL11A; CD14; CD19; CD34; CD38; CD3E; FCGR3A; GYPA; JCHAIN; PTPRC; NCAM1,HGNC:6010; HGNC:11200; HGNC:11491; HGNC:1639; HGNC:13221; HGNC:1628; HGNC:1633; HGNC:1662; HGNC:1667; HGNC:1674; HGNC:3619; HGNC:4702; HGNC:5713; HGNC:9666; HGNC:7656,https://doi.org/10.1038/ni.1889
bone-marrow,6,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,pro-B cell,CL:0000826,DNTT; IL7R; MME; VPREB1,4,VPREB1; CD19; CD34; DNTT; RAG1; IL7R; MME,HGNC:12709; HGNC:1633; HGNC:1662; HGNC:2983; HGNC:9831; HGNC:6024; HGNC:7154,https://doi.org/10.1073/pnas.172384399
bone-marrow,13,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,erythroid lineage cell,CL:0000764,CD36; APOC1; PTPRC; EPCAM; KIT,5,EPCAM; TFRC; CD36; PRSS57; ENG; GATA1; GYPA; APOC1; KCNH2; KIT; KLF1; MYC; PTPRC,HGNC:11529; HGNC:11763; HGNC:1663; HGNC:31397; HGNC:3349; HGNC:4170; HGNC:4702; HGNC:607; HGNC:6251; HGNC:6342; HGNC:6345; HGNC:7553; HGNC:9666,https://doi.org/10.1371/journal.pone.0162209
bone-marrow,10,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,"dendritic cell, human",CL:0001056,CD36; CD163; S100A8; S100A9; HLA-DRA; NCAM1,6,S100A8; S100A9; CLEC4C; CD14; CD163; CD19; CD1C; CD36; CD3E; CLEC10A; FCER1A; FCGR3A; HLA-DRA; IL3RA; ITGAX; NCAM1,HGNC:10498; HGNC:10499; HGNC:13258; HGNC:1628; HGNC:1631; HGNC:1633; HGNC:1636; HGNC:1663; HGNC:1674; HGNC:16916; HGNC:3609; HGNC:3619; HGNC:4947; HGNC:6012; HGNC:6152; HGNC:7656,https://doi.org/10.1002/cyto.a.23724
bone-marrow,7,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,transitional stage B cell,CL:0000818,BCL7A; CD24; HLA-DRA; IGLL5; SOX4; TCL1A; THBD; NCAM1,8,BCL7A; SOX4; TCL1A; THBD; CD14; CD19; CD1C; CD24; CD3E; FCRLA; CLEC9A; FCGR3A; IGLL5; HLA-DRA; IL3RA; ITGAX; NCAM1,HGNC:1004; HGNC:11200; HGNC:11648; HGNC:11784; HGNC:1628; HGNC:1633; HGNC:1636; HGNC:1645; HGNC:1674; HGNC:18504; HGNC:26705; HGNC:3619; HGNC:38476; HGNC:4947; HGNC:6012; HGNC:6152; HGNC:7656,https://doi.org/10.1073/pnas.172384399
eye,60,outer nuclear layer of retina,http://purl.obolibrary.org/obo/UBERON_0001789,retinal rod cell,CL:0000604,GNB1,1,RHO; SAG; GNAT1; GNB1; GNGT1; NR2E3; NRL; PDC,HGNC:10012; HGNC:10521; HGNC:4393; HGNC:4396; HGNC:4411; HGNC:7974; HGNC:8002; HGNC:8759,https://doi.org/10.1016/j.cell.2019.01.004; https://doi.org/10.1016/j.exer.2016.01.002
eye,5,corneal endothelium,http://purl.obolibrary.org/obo/UBERON_0001985,corneal endothelial cell,CL:0000132,CDH2,1,CDH2,HGNC:1759,https://doi.org/10.1038/srep29047
eye,49,inner nuclear layer of retina,http://purl.obolibrary.org/obo/UBERON_0001791,ON-bipolar cell,CL:0000749,PRKCA,1,PRKCA,HGNC:9393,https://doi.org/10.1002/cne.10491
eye,46,inner nuclear layer of retina,http://purl.obolibrary.org/obo/UBERON_0001791,OFF-bipolar cell,CL:0000750,GLT1D1,1,RCVRN; GLT1D1,HGNC:9937; HGNC:26483,https://doi.org/10.1002/cne.10491; PMID:8425845; https://doi.org/10.1016/j.preteyeres.2020.100844
eye,27,lens fiber,http://purl.obolibrary.org/obo/UBERON_0002444,lens fiber cell,CL:0011004,VIM,1,VIM; AQP0 residues 1-263 +fatty acyl,HGNC:12692; ASCTB-TEMP:aqp0-residues-1-263-fatty-acyl,https://doi.org/10.1167/iovs.15-18117
eye,30,inner nuclear layer of retina,http://purl.obolibrary.org/obo/UBERON_0001791,amacrine cell,CL:0000561,CALB1,1,SLC6A9; TFAP2A; TFAP2B; TFAP2C; CALB1; SCGN; C1QL2; C1QL1; GAD1; GAD2,HGNC:11056; HGNC:11742; HGNC:11743; HGNC:11744; HGNC:1434; HGNC:16941; HGNC:24181; HGNC:24182; HGNC:4092; HGNC:4093,https://doi.org/10.1002/cne.23821; https://doi.org/10.1016/j.cell.2019.01.004; https://doi.org/10.1016/j.preteyeres.2020.100844
eye,61,pigmented layer of retina,http://purl.obolibrary.org/obo/UBERON_0001782,retinal pigment epithelial cell,CL:0002586,EZR,1,RLBP1; RPE65; EZR,HGNC:10024; HGNC:10294; HGNC:12691,https://doi.org/10.1016/j.ophtha.2017.09.016; https://doi.org/10.1083/jcb.147.7.1533
eye,8,corneal epithelium,http://purl.obolibrary.org/obo/UBERON_0001772,corneal epithelial cell,CL:0000575,GJA1,1,CDH1; GJA1; KRT12; KRT3; NES,HGNC:1748; HGNC:4274; HGNC:6414; HGNC:6440; HGNC:7756,https://doi.org/10.1634/stemcell.22-3-355
eye,32,inner nuclear layer of retina,http://purl.obolibrary.org/obo/UBERON_0001791,amacrine cell,CL:0000561,SATB2,1,SYT2; CALB2; SLC17A8; EBF3; SATB2; PVALB; PYGB,HGNC:11510; HGNC:1435; HGNC:20151; HGNC:19087; HGNC:21637; HGNC:9704; HGNC:9723,https://doi.org/10.1002/cne.10985; https://doi.org/10.1016/j.preteyeres.2020.100844; https://doi.org/10.1523/JNEUROSCI.0907-11.2011
eye,55,ganglionic layer of retina,http://purl.obolibrary.org/obo/UBERON_0001792,retinal ganglion cell,CL:0000740,RBPMS; TUBB,2,SNCG; THY1; POU4F2; OPN4; POU4F3; SLC17A6; RBPMS; TUBB; NEFM; NEFL; POU4F1,HGNC:11141; HGNC:11801; HGNC:9219; HGNC:14449; HGNC:9220; HGNC:16703; HGNC:19097; HGNC:20778; HGNC:7734; HGNC:7739; HGNC:9218,https://doi.org/10.1016/j.cell.2019.01.004; https://doi.org/10.1017/S0952523819000087
eye,59,vasculature of retina,http://purl.obolibrary.org/obo/UBERON_0004864,pericyte,CL:0000669,MGP; MYL9,2,MYL9; COL4A1; KCNJ8; MGP; RGC5,HGNC:15754; HGNC:2202; HGNC:6269; HGNC:7060; ASCTB-TEMP:rgc5,https://doi.org/10.1016/j.cell.2019.01.004
eye,1,ciliary epithelium,http://purl.obolibrary.org/obo/UBERON_0001778,non-pigmented ciliary epithelial cell,CL:0002304,AQP1; AQP4,2,AQP1; AQP4; ATP1A2,HGNC:633; HGNC:637; HGNC:800,https://doi.org/10.3390/cell7110210
eye,15,iris epithelium,http://purl.obolibrary.org/obo/UBERON_0002506,epithelial cell,CL:0000066,AQP1; AQP4,2,AQP1; AQP4; ATP1A2,HGNC:633; HGNC:637; HGNC:800,https://doi.org/10.3390/cell7110210
eye,44,inner nuclear layer of retina,http://purl.obolibrary.org/obo/UBERON_0001791,ON-bipolar cell,CL:0000749,PRKCA; SCN1A,2,HCN1; SCN1A; CACNA1G; PRKCA,HGNC:4845; HGNC:10585; HGNC:1394; HGNC:9393,https://doi.org/10.1002/cne.22756
eye,42,inner nuclear layer of retina,http://purl.obolibrary.org/obo/UBERON_0001791,OFF-bipolar cell,CL:0000750,CALB1; SCN1A,2,HCN1; SCN1A; CABP1; CALB1,HGNC:4845; HGNC:10585; HGNC:1384; HGNC:1434,https://doi.org/10.1016/j.preteyeres.2020.100844; https://doi.org/10.1002/cne.10491; https://doi.org/10.1523/JNEUROSCI.1249-13.2013
