leiden_sub,cell_id,cell_label,evidence,table,table_count,references,shared_markers,asctb_markers
"11,5",CL:0002364,cortical thymic epithelial cell,1,thymus,1,https://doi.org/10.3791/50951; https://doi.org/10.1182/blood-2008-11-187633.; https://doi.org/10.1126/science.aay3224,EPCAM,PTPRC; PDLIM1; PRSS16; CDR2; SCX; PSMB11; CTSV; S100A14; GNG11; PSMB10; PSMB9; CCL25; EPCAM; COX7A1; PLTP
"11,5",CL:1000717,kidney outer medulla collecting duct intercalated cell,1,kidney,1,https://doi.org/10.1038/s41467-019-10861-2; https://doi.org/10.1126/science.aat1699,KIT,KIT; SLC26A7; CALCA; SLC4A1
"11,5",CL:0009072,medullary thymic epithelial cell type 2,1,thymus,1,https://doi.org/10.3791/50951; https://doi.org/10.1038/s41467-021-21346-6; https://doi.org/10.1080/01926230600865549; https://doi.org/10.1126/science.aay3224,EPCAM,PTPRC; NTHL1; CCL19; SNCG; EPCAM; VIM; CDR2; KRT5; CSTA; TYW3; AIRE; KRT17; CALML3; FGF17; HLA-DQA1
"11,5",CL:0000576,monocyte,1,thymus,1,https://doi.org/10.1126/science.aay3224,S100A6,CTSS; VCAN; LYZ; CD52; S100A9; S100A8; FCN1; S100A6; S100A4; S100A12
"11,6",PCL:0051452,Thex_451 thalamic excitatory neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,CD226,AC092684.1; CD226; CASQ2
"11,6",CL:0000233,platelet,1,spleen,1,https://doi.org/10.1002/cyto.a.20133; https://doi.org/10.1046/j.1537-2995.1985.25385219900.x; https://doi.org/10.1186/s13059-019-1906-x,ITGA2B,PF4; ITGA2B; GP9; GP1BA
"11,6",PCL:0015054,Inh L5-6 SST DNAJC14 primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,STON2,ITGA1; STON2; HGF
"11,6",PCL:0051340,Splat_339 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,MEIS1,MEIS1; LINC01798; SLC6A5
"11,6",PCL:0051229,EMSN_228 medium spiny neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,MEIS1,MEIS1; NPFFR2; ADAMTSL1; RP11-154H17.1; SEMA3C
"11,6",PCL:0051436,Midi_435 midbrain-derived inhibitory neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,LTBP1,LTBP1; NR2F2-AS1; NPSR1; TRPC7
"11,6",PCL:0051230,EMSN_229 medium spiny neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,MEIS1,PTH2R; MEIS1; ADAMTSL1; CACNG5; TSHZ1
"11,6",PCL:0051334,Mmb_333 mammillary body neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,LTBP1,LTBP1; CD36; SIM1
"11,6",PCL:0051427,EMSN_426 medium spiny neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,MEIS1,MEIS1; RP11-537P24.1; TSHZ1
"11,6",PCL:0015089,Exc L5-6 THEMIS TNFAIP6 primary motor cortex glutamatergic neuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,LTBP1,LTBP1; TSHZ2
"11,7",CL:0019032,intestinal tuft cell,22,large-intestine,1,https://doi.org/10.4049/jimmunol.1801069; https://doi.org/10.1038/s42003-020-01181-z; https://doi.org/10.1038/s41598-019-53997-3,TRPM5; POU2F3,PTGS1; DCLK1; KRT20; POU2F3; TRPM5
"11,7",CL:0000540,neuron,8,spinal-cord,1,https://doi.org/10.1016/j.neuron.2023.01.007,ZFHX3,NR4A2; RNF220; FOXP2; ISL1; POU6F2; GATA3; ASAH2; ONECUT2; LMX1B; ZFHX3; CDH9; GAS1RR; TAC1
"11,7",CL:0002062,pulmonary alveolar type 1 cell,3,lung,1,https://doi.org/10.1148/93.3.507; https://doi.org/10.1136/thx.13.2.110,CLIC5,AQP4; FXYD3; SCEL; ELF3; SEMA3B; CDH1; CLIC5; SFTA2; EPCAM; RTKN2; SLC39A8; AGER; HOPX; GRAMD2A; KRT1
"11,7",CL:0009074,medullary thymic epithelial cell type 4,2,thymus,1,https://doi.org/10.3791/50951; https://doi.org/10.1038/s41586-018-0345-2; https://doi.org/10.1080/01926230600865549; https://doi.org/10.1126/science.aay3224,RASSF6; BMX,PTPRC; IRAG2; KRT8; FOXI1; DCLK1; KRT18; ANXA4; RASSF6; ANXA1; CDR2; EPCAM; HEPACAM2; BMX
"11,7",PCL:0015020,Inh L1-2 VIP EXPH5 primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,ST18,ST18; SCTR
"11,7",PCL:0051333,Mmb_332 mammillary body neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,MYO1B,ONECUT2; MYO1B; FRMPD2; SIM1
"11,7",PCL:0015042,Inh L5 SST RPL35AP11 primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,TRHDE,EDNRA; TRHDE; FREM1
"11,7",PCL:0051192,CA4_191 hippocampal CA4 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ST18,NTS; ST18
"11,7",PCL:0015048,Inh L5-6 SST PAWR primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,TRHDE,TRHDE; NDST4; EPB41L4A
"11,7",PCL:0051087,DLNP_86 near-projecting glutamatergic cortical neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,PTPRT,PTPRT; PLPP3; IFNG-AS1; ADRA1A
"11,7",PCL:0051366,Splat_365 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ZFHX3,MEIS2; GNAS; HTR2C; ZFHX3; CNTN1; CALM1
"11,7",PCL:0051307,CBI_306 cerebellar inhibitory GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,PTPRK,PTPRK; MARCHF11; SCGN
"11,7",PCL:0015033,Inh L2-5 VIP BSPRY primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,ST18,PDE3A; ST18
"11,7",PCL:0051410,Splat_409 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ST18,GLP1R; ST18; TAC3
"11,7",PCL:0051204,DG_203 dentate gyrus granule cell (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ST18,RP11-484N11.1; LINC02248; ST18
"11,7",PCL:0051392,Splat_391 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ST18,CTC-535M15.2; CTC-340A15.2; PDGFD; ST18; CDH12
"11,7",PCL:0051239,Splat_238 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ST18,IL1RAPL2; ST18
"11,7",PCL:0051363,Splat_362 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,PTPRK,PTPRK; LUZP2; PREX2; FSTL5
"11,7",PCL:0051077,Chrp_76 choroid plexus epithelial cell (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ST18,OTX2-AS1; ST18; PLP1; RP11-690J15.1
"11,7",PCL:0051359,Splat_358 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ZFHX3,GRIK1; GATA3; ZFHX3; TAFA1; TFAP2B
"11,7",PCL:0015119,Oligo L3-6 OPALIN-like ENPP6 primary motor cortex oligodendrocyte (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,ST18,MBP; LINC01378; ENPP2; ST18
"11,7",PCL:0051356,Splat_355 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,TRHDE,KIZ-AS1; ZFPM2-AS1; GATA3; TRHDE
"11,7",PCL:0051377,Splat_376 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ZFHX3,RP11-491F9.1; ZFHX3
"11,7",CL:0000653,podocyte,1,kidney,1,https://doi.org/10.1073/pnas.2005477117; https://doi.org/10.1172/jci.insight.133267; https://doi.org/10.1038/s41586-020-2941-1; https://doi.org/10.1038/s41467-019-10861-2,CLIC5,PODXL; NPHS1; PTPRQ; NTNG1; CLIC5; NPHS2
"11,7",PCL:0015053,Inh L5-6 SST BEAN1 primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,TRHDE,TRHDE; THSD7B; ADAMTSL1; SEMA5A
"13,0",CL:0009018,lymphocyte of large intestine lamina propria,33,large-intestine,1,https://doi.org/10.1007/978-1-4939-0897-4_3; https://doi.org/10.1016/j.immuni.2020.02.001,NCAM1,CD7; NCAM1; KLRK1; ITGAX; B3GAT1
"13,0",CL:0002573,Schwann cell,24,large-intestine,1,PMCID:PMC1256735; https://doi.org/10.1034/j.1600-065x.2003.00072.x; isBN:978-1496398949; https://doi.org/10.1111/j.1440-1827.1989.tb02421.x; ISBN:978-1496398949,NCAM1,BID; NCAM1; CD274; UCHL1
"13,0",ASCTB-TEMP:lymphocyte,lymphocyte,18,uterus,1,https://doi.org/10.1101/2021.01.02.425073,NCAM1,PTPRC; NCAM1
"13,0",ASCTB-TEMP:uterine-natural-killer-cell,uterine natural killer cell,18,uterus,1,https://doi.org/10.1101/2021.01.02.425073,NCAM1,NCAM1; HMGB2; CD69; CCL5
"13,0",CL:0002138,endothelial cell of lymphatic vessel,13,large-intestine,1,https://doi.org/10.1007/978-1-4939-0897-4_3,NCAM1,NCAM1; CD274; UCHL1
"13,0",CL:0000623,natural killer cell,11,skin; spleen; fallopian-tube; liver; lymph-node,5,https://doi.org/10.4049/jimmunol.172.3.1455; https://doi.org/10.1186/s13059-019-1906-x; https://doi.org/10.1016/s1471-4906(01)02060-9; https://doi.org/10.1038/nri.2016.34; https://doi.org/10.3389/fimmu.2019.01502; ISBN:9781933477060; https://doi.org/10.1016/j.celrep.2021.108978,NCAM1,PRF1; NCR1+; NCR3; KIT; IL7R; ID2; CD3D; GEM; KLRC1; TBX21; CXCR6; CD69; CD3E; EOMES; CD160; NCAM1; CD40LG; CD3G; ITGA1; KLRD1; KLRK1; FCGR3A
"13,0",CL:0002343,"decidual natural killer cell, human",3,placenta,1,PMID:1697563,NCAM1,NCAM1
"13,0",CL:0001058,"plasmacytoid dendritic cell, human",2,blood-pelvis; bone-marrow,2,https://doi.org/10.1111/bjh.14467,NCAM1,CLEC4C; CD14; CD19; IL3RA; CD3E; HLA-DRA; FCGR3A; GZMB; SIGLEC6; JCHAIN; SERPINF1; ITGAX; AXL; NCAM1
"13,0",CL:0000990,conventional dendritic cell,2,bone-marrow,1,https://doi.org/10.1016/j.immuni.2017.04.019; https://doi.org/10.3109/10428194.2013.781167,NCAM1,HLA-DPB1; FCGR2B; CLEC10A; IL3RA; CADM1; CD19; FCGR3A; ITGAX; NCAM1; FCER1A; CLEC9A; THBD; HLA-DQA2; XCR1; CD1C; CD14; CD3E; HLA-DRA
"13,0",CL:0002399,CD1c-positive myeloid dendritic cell,2,blood-pelvis,1,https://doi.org/10.1002/cyto.a.23724; https://doi.org/10.1016/j.immuni.2017.04.019,NCAM1,CD36; S100A9; NCAM1; ITGAX; CD19; FCGR2B; FCGR3A; IL3RA; CD14; CD1C; S100A8; CD3E; HLA-DPB1; HLA-DRA; CD163; CLEC10A; HLA-DQA2; THBD; FCER1A
"13,0",CL:0000788,naive B cell,2,lymph-node,1,ISBN:9781933477060; ISBN:9781933477381; PMCID:PMC1900414,BCL2,BCL2; PTPRC; SELL; CD19; CD1C; CD38; CR2; FCAMR; CD74; MS4A1; CD27; HLA-DRA; IGHD; FCER2; MME
"13,0",CL:0001069,group 2 innate lymphoid cell,1,skin,1,https://doi.org/10.1126/science.aaa6566,NCAM1,NCAM1; GATA3; CD3D
"13,0",CL:0001056,"dendritic cell, human",1,bone-marrow,1,https://doi.org/10.1002/cyto.a.23724,NCAM1,NCAM1; ITGAX; IL3RA; S100A9; S100A8; CD3E; HLA-DRA; CLEC4C; CLEC10A; CD163; CD19; FCGR3A; CD14; CD1C; CD36; FCER1A
"13,0",CL:0000557,granulocyte monocyte progenitor cell,1,bone-marrow,1,https://doi.org/10.1038/ni.1889,NCAM1,PTPRC; AZU1; NCAM1; MPO; FLT3; CD3E; CD38; CD34; CD14; CALR; IL3RA; FCGR3A; CLEC11A
"13,0",CL:0000840,immature conventional dendritic cell,1,blood-pelvis,1,https://doi.org/10.1182/blood-2004-02-0769,NCAM1,AXL; NCAM1; ITGAX; HLA-DRA; CD3E; CD22; IL3RA; FCGR3A; CD19; CD14; SIGLEC6
"13,0",CL:4030022,renal medullary fibroblast,1,kidney,1,https://doi.org/10.1101/2021.07.28.454201,NCAM1,NCAM1; TNC; KCNK2; CLMP; DCN; SYT1
"13,0",CL:0001071,group 3 innate lymphoid cell,1,skin,1,https://doi.org/10.1126/science.aaa6566; https://doi.org/10.1038/ncomms11394,NCAM1,NCAM1; CD3D; RORC
"13,0",CL:0009112,centroblast,1,lymph-node,1,PMCID:PMC1900414; ISBN:9781933477381; https://doi.org/10.1182/blood-2012-03-415380,BCL2,MKI67; LMO2; MME; IGHD; BCL2; CD74; CD38; CD19; AICDA; CD27; CXCR4; MS4A1; BCL6
"13,0",CL:0000050,megakaryocyte-erythroid progenitor cell,1,bone-marrow,1,https://doi.org/10.1038/ni.1889,NCAM1,PTPRC; NCAM1; IL3RA; SPINK2; CTNNBL1; CD3E; PRSS57; FLT3; CD14; IL1B; CD38; TESPA1; FCGR3A; GATA1; CD34; GATA2
"13,0",CL:0001078,"group 3 innate lymphoid cell, human",1,spleen,1,https://doi.org/10.1038/ni.2830; https://doi.org/10.1186/s13059-019-1906-x,NCAM1,NCAM1; KLRB1; KIT; IL7R; ID2; AHR; NCR2; CD96; RORC
"13,0",PCL:0051391,Splat_390 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,NRXN3,POU6F2; SNHG14; NRXN3; ZIC1
"13,0",PCL:0015017,Inh L1 SST P4HA3 primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,FOXO1,FOXO1; ARHGAP42; ST8SIA6
"13,0",CL:0000049,common myeloid progenitor,1,bone-marrow,1,https://doi.org/10.1038/ni.1889,NCAM1,PTPRC; CD38; CD14; CD3E; FLT3; CYTL1; SERPINB1; FCGR3A; HPGD; IL3RA; CD34; GATA2; MEST; NCAM1
"13,0",PCL:0051390,Splat_389 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,FIGN,GATA3; DACH1; FIGN
"13,0",CL:0009111,centrocyte,1,lymph-node,1,ISBN:9781933477381; https://doi.org/10.1182/blood-2012-03-415380; ISBN:9781933477060,BCL2,CD38; MS4A1; CXCR5; BCL6; BCL2; MKI67; MME; IGHD; CD19; CR2; CD27; CD83
"13,0",CL:0000818,transitional stage B cell,1,bone-marrow,1,https://doi.org/10.1073/pnas.172384399,NCAM1,NCAM1; IL3RA; BCL7A; ITGAX; TCL1A; SOX4; HLA-DRA; CD24; CD19; FCGR3A; CD14; CD1C; CD3E; FCRLA; THBD; IGLL5; CLEC9A
"13,0",ASCTB-TEMP:tbet-low-liver-nk-cell,TBet low Liver NK cell,1,liver,1,https://doi.org/10.3389/fimmu.2019.01502,NCAM1,ITGAE; EOMES; ITGA1; CD69; CXCR6; NCAM1; TBX21
"13,0",CL:0000936,early lymphoid progenitor,1,bone-marrow,1,https://doi.org/10.1038/ni.1889,NCAM1,PTPRC; NCAM1; IL2RG; SOX4; SYK; CD2; CD14; CD34; GYPA; CD19; BCL11A; FCGR3A; JCHAIN; CD38; CD3E
"13,0",CL:0001067,group 1 innate lymphoid cell,1,skin,1,https://doi.org/10.1126/science.aaa6566,NCAM1,CD3D; NCAM1; TBX21
"13,0",ASCTB-TEMP:eomes-low-liver-nk-cell,Eomes low Liver NK cell,1,liver,1,https://doi.org/10.1172/jci.insight.90063,NCAM1,ITGAE; EOMES; ITGA1; CD69; CXCR6; NCAM1; TBX21
"13,0",CL:0011103,sympathetic neuron,1,lymph-node,1,https://doi.org/10.1046/j.1469-7580.1999.19410143.x,NCAM1,NCAM1; UCHL1
"13,0",CL:0002394,CD141-positive myeloid dendritic cell,1,blood-pelvis,1,https://doi.org/10.3109/10428194.2013.781167,NCAM1,NCAM1; ITGAX; CLEC9A; HLA-DRA; CD3E; CD14; CD1C; XCR1; IL3RA; FCGR3A; CD19; CADM1; THBD
"13,1",PCL:0015089,Exc L5-6 THEMIS TNFAIP6 primary motor cortex glutamatergic neuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,TSHZ2,LTBP1; TSHZ2
"13,1",PCL:0051424,Splat_423 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,TSHZ2,PROX1; SOX6; TSHZ2
"13,1",CL:0000540,neuron,1,spinal-cord,1,https://doi.org/10.1016/j.neuron.2023.01.007,MYO10,MYO10; MAFA; COL6A2
"13,1",PCL:0051168,Misc_167 cerebral cortex neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,TSHZ2,RP4-678D15.1; TSHZ2; TRPC6; ANO2
"13,1",PCL:0015039,Inh L3-5 VIP TAC3 primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,TSHZ2,COL19A1; SOX2-OT; TSHZ2
"13,2",CL:4028004,alveolar type 1 fibroblast cell,6,lung,1,https://doi.org/10.1148/93.3.507; https://doi.org/10.1136/thx.13.2.110,COL6A3; DCN,INMT; VEGFD; MFAP4; TCF21; LUM; PCDH15; PLIN2; DCN; COL1A2; FGFR4; FBLN1; SAA1; WNT2; COL6A3; CES1
"13,2",CL:4028006,alveolar adventitial fibroblast,6,lung,1,https://doi.org/10.1148/93.3.507; https://doi.org/10.1136/thx.13.2.110,COL6A3; DCN,MFAP4; MFAP5; FBLN1; SCARA5; DCN; PI16; COL6A3; PLA2G2A; LUM; COL1A2; SLPI; DCLK1; CDON
"13,2",CL:0000057,fibroblast,5,fallopian-tube,1,https://doi.org/10.1016/j.celrep.2021.108978,DCN,DCN
"13,2",CL:0009089,lung pericyte,3,lung,1,https://doi.org/10.1148/93.3.507; https://doi.org/10.1136/thx.13.2.110,DCN,PDGFRB; LAMC3; DCN; CSPG4; HIGD1B; COL1A2; COX4I2; TRPC6
"13,2",CL:1000489,reticular cell of splenic cord,3,spleen,1,https://doi.org/10.55418/9781933477060.; https://doi.org/10.1038/s41467-019-09728-3; https://doi.org/10.1038/nri2588; https://doi.org/10.1111/imm.12469,DCN; PDGFRA,MADCAM1; NGFR; IL7; ENPP2; DSC2; DCN; CLU; CR2; CD74; ACTA2; ENG; DES; ITGA3; PDGFRB; CCL21; ICAM1; ITGA5; ITGB1; C3; THY1; PDGFRA; CCL19; BST1; CXCL12; ITGA4; THBD
"13,2",CL:1000692,kidney interstitial fibroblast,2,kidney,1,https://doi.org/10.1172/jci.insight.133267; https://doi.org/10.1038/s41467-019-10861-2,DCN; C7,LUM; COL1A2; COL1A1; DCN; ZEB2; C7; VIM
"13,2",CL:0000669,pericyte,2,lymph-node,1,https://doi.org/10.3389/fcvm.2020.00052,PDGFRA,PDGFRB; PDGFRA
"13,2",CL:4033017,bronchiolar smooth muscle cell,2,lung,1,https://doi.org/10.1148/93.3.507; https://doi.org/10.1136/thx.13.2.110,DCN,ACTG1; PLN; MYH11; MFAP4; COL1A2; DES; CNN1; LGR6; ACTA2; DCN; TAGLN
"13,2",PCL:0015003,Inh L1-6 LAMP5 AARD primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,FBXL7,KIT; PRELID2; FREM1; FBXL7
"13,2",CL:1000742,glomerular mesangial cell,1,kidney,1,https://doi.org/10.1681/ASN.2020010071; https://doi.org/10.1073/pnas.2005477117; https://doi.org/10.1172/jci.insight.133267; https://doi.org/10.1038/s41586-020-2941-1; https://doi.org/10.1038/s41467-019-10861-2,SYNPO2,PDGFRB; ITGA8; PIEZO2; SYNPO2; POSTN; ROBO1
"13,2",CL:0002138,endothelial cell of lymphatic vessel,1,thymus,1,https://doi.org/10.1080/01926230600865549; https://doi.org/10.1126/science.aay3224,TFPI,NTS; MMRN1; FABP5; NUPR1; LAPTM5; TFPI; TFF3; PROX1; CAVIN2; LYVE1; CCL21
"13,2",PCL:0051207,MSN_206 medium spiny neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,EBF1,RP11-640F22.1; AC002066.1; GLI3; EBF1
"13,2",PCL:0015082,Exc L3 THEMIS ENPEP primary motor cortex glutamatergic neuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,LAMA2,FAP; LAMA2
"13,2",PCL:0051169,Misc_168 cerebral cortex neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,DCN,SCHLAP1; DCN
"13,2",CL:0009079,thymic fibroblast type 2,1,thymus,1,https://doi.org/10.1126/science.aay3224,FBN1,OGN; MGP; FN1; COL3A1; IGFBP6; COL1A1; LUM; COL1A2; FBN1; COL14A1
"13,2",PCL:0051129,ULIT_128 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,LAMA2,RP11-387P12.1; LAMA2; LINC02055; COL5A2
"13,2",CL:4030022,renal medullary fibroblast,1,kidney,1,https://doi.org/10.1101/2021.07.28.454201,DCN,NCAM1; TNC; KCNK2; CLMP; DCN; SYT1
"13,2",PCL:0051029,Fbl_28 fibroblast (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,C7,COL1A2; FBLN2; C7
"13,2",CL:0017004,telocyte,1,eye,1,https://doi.org/10.1111/jcmm.13270,PDGFRA,PDGFRA
"13,2",PCL:0051382,Splat_381 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,EBF1,OTP; EBF1; EBF2
"13,2",CL:0000940,mucosal-associated invariant T cell,1,thymus,1,https://doi.org/10.1038/ni.3565.,ZBTB16,KLRB1; IL18R1; CD8A; CD4; ZBTB16; CD27; RORC
"13,2",PCL:0051171,Misc_170 neuron of the forebrain (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,DCN,GRB14; DCN
"13,2",CL:0009078,thymic fibroblast type 1,1,thymus,1,https://doi.org/10.1126/science.aay3224,C7,PTGDS; MFAP4; HSPB6; RSPO3; PTN; RBP5; DPT; C7; SRPX; SPARCL1
"13,2",PCL:0051025,Fbl_24 fibroblast (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,C7,C7; BMP5
"13,2",PCL:0051330,Mmb_329 mammillary body neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,FBXL7,PRLR; LINC02196; FBXL7; SIM1
"13,2",PCL:0051052,Bgl_51 Bergmann glial cell (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,LAMA2,LAMA2; LINC01727
"13,2",PCL:0015045,Inh L3-5 SST OR5AH1P primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,FBXL7,ADAMTS5; FBXL7; SST
"13,2",PCL:0051249,MGE_248 sst GABAergic cortical interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,DCN,RP11-799O21.2; DCN; TAC1
"13,2",CL:0000899,T-helper 17 cell,1,thymus,1,https://doi.org/10.1084/jem.20080397; https://doi.org/10.1126/science.aay3224,ZBTB16,PLAC8; NOSIP; KLRB1; CARHSP1; ANXA1; CD4; IL7R; ZBTB16; CD40LG; SORL1
"13,2",CL:0002363,keratocyte,1,eye,1,https://doi.org/10.1111/jcmm.13270,PDGFRA,PDGFRA
"13,2",PCL:0051369,Splat_368 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,EBF1,SNHG14; EBF1; EBF3; TCF7L2
"13,3",CL:0002088,interstitial cell of Cajal,26,large-intestine,1,https://doi.org/10.1152/ajpgi.00432.2011; https://doi.org/10.1007/978-1-4939-0897-4_3,KIT,KIT; CD34
"13,3",ASCTB-TEMP:mast-cell,mast cell,18,uterus,1,https://doi.org/10.1101/2021.01.02.425073,KIT,MS4A2; KIT; CSF1; CD69
"13,3",ASCTB-TEMP:innate-lymphoid-cell,innate lymphoid cell,18,uterus,1,https://doi.org/10.1101/2021.01.02.425073,KIT,SPINK2; KIT; IL7R; CXCR4; CD69; CCL5
"13,3",CL:0000097,mast cell,18,lymph-node; skin; large-intestine; kidney,4,No DOI; https://doi.org/10.1038/s41467-019-10861-2; https://doi.org/10.1038/s41586-020-2941-1; https://doi.org/10.1016/j.iac.2014.01.005; https://doi.org/10.1159/000053694; https://doi.org/10.1172/jci.insight.133267; https://doi.org/10.1016/j.immuni.2020.02.001; https://doi.org/10.1101/2021.07.28.454201; https://doi.org/10.1016/j.beha.2010.07.003.; ISBN:978-1496398949; https://doi.org/10.3389/fimmu.2020.01234; https://doi.org/10.1111/imr.12639.; https://doi.org/10.1111/imr.12639; https://doi.org/10.1159/000053694.,KIT,ENPP3; CCR3; TPSAB1; SLC16A1; TPSB2; KIT; MS4A2; CPA3
"13,3",CL:0009018,lymphocyte of large intestine lamina propria,11,large-intestine,1,https://doi.org/10.1016/j.immuni.2020.02.001,KIT,KLRB1; KIT; IL7R
"13,3",CL:0000623,natural killer cell,2,lymph-node,1,https://doi.org/10.1038/nri.2016.34; ISBN:9781933477060,KIT,NCAM1; KLRC1; IL7R; FCGR3A; KLRK1; KIT; GEM; KLRD1; CD3G; CD3E; ID2; CD40LG
"13,3",CL:0001078,"group 3 innate lymphoid cell, human",2,thymus; spleen,2,https://doi.org/10.1126/science.aay3224; https://doi.org/10.1038/ni.2830; https://doi.org/10.3389/fimmu.2017.01047; https://doi.org/10.1186/s13059-019-1906-x,KIT,KRT86; TMIGD2; CD52; RORC; NCR2; S100A4; JAML; AHR; IL7R; CD96; KIT; LST1; KLRB1; NCAM1; ID2; TRDC; LTB
"13,3",CL:0002619,adult endothelial progenitor cell,1,lung,1,https://doi.org/10.1148/93.3.507; https://doi.org/10.1136/thx.13.2.110,KIT,KIT; APLNR
"13,3",PCL:0015004,Inh L1-6 LAMP5 NES primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,KIT,RO; KIT; EYA4; NTNG1; EPHA3
"13,3",PCL:0015003,Inh L1-6 LAMP5 AARD primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,KIT,KIT; PRELID2; FREM1; FBXL7
"13,3",CL:0002095,hilus cell of ovary,1,ovary,1,PMID:14287465; PMID:13774016; ISBN:9781496398949; https://doi.org/10.1097/00004347-199804000-00001; https://doi.org/10.1097/00000478-199805000-00011,MLANA,non-specific esterase; cholesterol esters; alkaline phosphatase; acid phosphatase; INHBC; INHBB; INHBA; INHA; MLANA; INHBE; CALB2
"13,3",CL:0000840,immature conventional dendritic cell,1,bone-marrow,1,https://doi.org/10.1182/blood-2004-02-0769,KIT,AXL; KIT; PTPRC; GYPA; CD36; ENG; CD22; TFRC; SIGLEC6
