leiden_sub,cell_id,cell_label,evidence,table,table_count,references,shared_markers,asctb_markers
"0,0",CL:0000540,neuron,5,spinal-cord,1,https://doi.org/10.1016/j.neuron.2023.01.007,SOX5,CALCB; ISM1; LMO3; CARTPT; NMU; IGF1; TAC1; SOX5
"0,0",CL:0000740,retinal ganglion cell,1,eye,1,https://doi.org/10.1017/S0952523819000087; https://doi.org/10.1016/j.cell.2019.01.004,RBPMS,POU4F1; NEFL; NEFM; TUBB; RBPMS; SLC17A6; POU4F3; OPN4; POU4F2; THY1; SNCG
"0,0",PCL:0051030,Fbl_29 fibroblast (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,BMPR1B,EBF2; SLC2A1; BMPR1B
"0,0",PCL:0015082,Exc L3 THEMIS ENPEP primary motor cortex glutamatergic neuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,LAMA2,FAP; LAMA2
"0,0",PCL:0051438,Midi_437 midbrain-derived inhibitory neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,BMPR1B,CH17-174L20.1; OTX2-AS1; BMPR1B; RORB
"0,0",PCL:0051372,Splat_371 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,BNC2,BNC2; NPSR1; CPA6
"0,0",PCL:0051041,Oligo_40 oligodendrocyte (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ERBB4,ERBB4; OPALIN; PLP1
"0,0",PCL:0051427,EMSN_426 medium spiny neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,MEIS1,MEIS1; RP11-537P24.1; TSHZ1
"0,0",PCL:0051052,Bgl_51 Bergmann glial cell (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,LAMA2,LAMA2; LINC01727
"0,0",CL:0000972,class switched memory B cell,1,thymus,1,https://doi.org/10.1126/sciimmunol.aah4447; https://doi.org/10.1080/01926230600865549; https://doi.org/10.1126/science.aay3224,ADAM28,TNFRSF13B; CD19; CD27; LY86; IGHA1; HLA-DQA1; GPR183; MS4A1; CRIP1; HLA-DRA; ADAM28; BANK1
"0,0",PCL:0051437,Midi_436 midbrain-derived inhibitory neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,BMPR1B,OTX2-AS1; HMCN1; BMPR1B
"0,0",PCL:0051306,CBI_305 cerebellar inhibitory GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,BMPR1B,NTN1; LINC02552; TFAP2B; BMPR1B
"0,0",PCL:0051422,Splat_421 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ESR1,ESR1; STK32B
"0,0",PCL:0051129,ULIT_128 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,LAMA2,RP11-387P12.1; LAMA2; LINC02055; COL5A2
"0,0",PCL:0015077,Exc L2-3 LINC00507 DSG3 primary motor cortex glutamatergic neuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,BMPR1B,BMPR1B; BDNF
"0,0",PCL:0051426,Splat_425 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ESR1,SATB1-AS1; NR2F2-AS1; ESR1; LHX6
"0,0",PCL:0051018,VendV_17 vein endothelial cell (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,IL1R1,SRGN; IL1R1
"0,0",PCL:0051340,Splat_339 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,MEIS1,MEIS1; LINC01798; SLC6A5
"0,0",PCL:0051229,EMSN_228 medium spiny neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,MEIS1,MEIS1; NPFFR2; ADAMTSL1; RP11-154H17.1; SEMA3C
"0,0",PCL:0051230,EMSN_229 medium spiny neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,MEIS1,PTH2R; MEIS1; ADAMTSL1; CACNG5; TSHZ1
"0,0",PCL:0051032,Fbl_31 arachnoid barrier cell (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,BNC2,PTGDR; BNC2
"0,0",CL:0000970,unswitched memory B cell,1,thymus,1,https://doi.org/10.1126/sciimmunol.aah4447; https://doi.org/10.1080/01926230600865549; https://doi.org/10.1126/science.aay3224,ADAM28,GPR183; HLA-DRA; ADAM28; BANK1; TNFRSF13B; IGHA1; HLA-DQA1; LY86; CRIP1; MS4A1; CD19; IGHM; CD27
"0,1",CL:1000321,large intestine crypt goblet cell,22,large-intestine,1,https://doi.org/10.1038/s42003-020-01181-z,MUC2,MUC2; KRT20
"0,1",PCL:0051038,COP_37 committed oligodendrocyte precursor (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,BCAS1,BCAS1; PRRX1; GPR17
"0,1",CL:0009074,medullary thymic epithelial cell type 4,1,thymus,1,https://doi.org/10.3791/50951; https://doi.org/10.1038/s41586-018-0345-2; https://doi.org/10.1080/01926230600865549; https://doi.org/10.1126/science.aay3224,HEPACAM2,PTPRC; IRAG2; KRT8; FOXI1; DCLK1; KRT18; ANXA4; RASSF6; ANXA1; CDR2; EPCAM; HEPACAM2; BMX
"0,1",PCL:0051039,COP_38 committed oligodendrocyte precursor (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,BCAS1,RP11-89N17.4; BCAS1
"0,2",CL:0002255,stromal cell of endometrium,6,placenta,1,https://doi.org/10.5966/sctm.2015-0022; https://doi.org/10.3346/jkms.2012.27.8.857; https://doi.org/10.1093/humrep/den051; https://doi.org/10.3390/cells1041061; https://doi.org/10.1186/s13287-017-0757-1; https://doi.org/10.1182/blood.V74.2.751.751; https://doi.org/10.1016/s1472-6483(10)61745-2; https://doi.org/10.1095/biolreprod51.4.739; https://doi.org/10.1095/biolreprod.108.075226; https://doi.org/10.1016/j.jcyt.2017.03.001,ANPEP; MME,MME; ENG; CD44; ANPEP; THY1
"0,2",CL:0000788,naive B cell,3,lymph-node; blood-pelvis,2,ISBN:9781933477060; ISBN:9781933477381; PMCID:PMC1900414; https://doi.org/10.1038/s41467-019-12464-3,MME,PTPRC; CD1C; CD40; BCL2; PAX5; IGHM; CD19; FCAMR; CD74; CR2; HLA-DRA; CD27; CD24; CD38; MS4A1; IGHD; FCER2; MME; SELL
"0,2",CL:0000942,thymic plasmacytoid dendritic cell,2,thymus,1,https://doi.org/10.1172/JCI11734; https://doi.org/10.1126/science.aay3224; https://doi.org/10.1182/blood-2008-11-187633; https://doi.org/10.1172/JCI11734.,ANPEP,ANPEP; CD33; LILRA4; CCDC50; PSMB11; ITGAX; PTPRC; PLAC8; PLD4; IL3RA; UGCG; GZMB; IRF8; IRF7; JCHAIN; CLEC4C
"0,2",CL:0002306,epithelial cell of proximal tubule,1,kidney,1,https://doi.org/10.1681/ASN.2020010071; https://doi.org/10.1073/pnas.2005477117; https://doi.org/10.1172/jci.insight.133267; https://doi.org/10.1038/s41586-020-2941-1; https://doi.org/10.1038/s41467-019-10861-2,ALDOB,CUBN; SLC13A1; LRP2; GATM; ALDOB
"0,2",CL:0009082,committed double negative thymocyte (Homo sapiens),1,thymus,1,https://doi.org/10.3389/fimmu.2019.00447.; https://doi.org/10.1016/j.immuni.2020.03.019,MME,CD79B; PTCRA; CD7; CD5; MME; CD3E; RAG2; CD34; BCL11B; TCF7
"0,2",CL:1000849,kidney distal convoluted tubule epithelial cell,1,kidney,1,https://doi.org/10.1681/ASN.2020010071; https://doi.org/10.1038/s41467-019-10861-2,ATP1A1,TRPM6; ATP1A1; CALB1; CDH1; SLC12A3; SALL3
"0,2",CL:0009112,centroblast,1,lymph-node,1,PMCID:PMC1900414; ISBN:9781933477381; https://doi.org/10.1182/blood-2012-03-415380,MME,MKI67; LMO2; MME; IGHD; BCL2; CD74; CD38; CD19; AICDA; CD27; CXCR4; MS4A1; BCL6
"0,2",CL:0000787,memory B cell,1,bone-marrow,1,https://doi.org/10.1002/jcla.20001,MME,MME; IGHD; IGHA1; MS4A1; CD38; CD82; CD24; IGHG1; CR2; CD19; CD27; SELL
"0,2",CL:0000817,precursor B cell,1,bone-marrow,1,https://doi.org/10.1016/j.exphem.2018.09.004,MME,PAX5; IL7R; MME; IGHD; IGHM; CD34; CD19
"0,2",PCL:0051243,MGE_242 medial ganglionic eminence derived interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,MME,MME; MCUB; FBN2; SOX6; ADAMTSL1
"0,2",CL:1001108,kidney loop of Henle medullary thick ascending limb epithelial cell,1,kidney,1,https://doi.org/10.1681/ASN.2020010071; https://doi.org/10.1172/jci.insight.133267; https://doi.org/10.1016/j.devcel.2019.10.005; https://doi.org/10.1038/s41467-019-10861-2,ATP1A1,RAP1GAP; PROX1; ATP1A1; CDH1; UMOD; CASR; SLC12A1
"0,2",CL:1000850,macula densa epithelial cell,1,kidney,1,https://doi.org/10.1681/ASN.2020010071; https://doi.org/10.1016/j.devcel.2019.10.005; https://doi.org/10.1038/s41467-019-10861-2,ATP1A1,ATP1A1; NOS1; CDH1; SLC12A1; ROBO2
"0,2",CL:0002394,CD141-positive myeloid dendritic cell,1,lymph-node,1,https://doi.org/10.1016/j.immuni.2017.02.019; https://doi.org/10.1016/S0002-94401061694-X,ANPEP,BATF3; ITGAX; CLEC9A; CD74; XCR1; IDO1; CADM1; ANPEP; THBD
"0,2",PCL:0051219,MSN_218 medium spiny neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,MME,RP11-142I20.2; MME; DRD3
"0,2",CL:1001109,kidney loop of Henle cortical thick ascending limb epithelial cell,1,kidney,1,https://doi.org/10.1681/ASN.2020010071; https://doi.org/10.1016/j.devcel.2019.10.005; https://doi.org/10.1038/s41467-019-10861-2,ATP1A1,ATP1A1; TMEM207; CLDN16; CDH1; UMOD; CASR; SLC12A1
"0,2",CL:0009081,specified double negative thymocyte (Homo sapiens),1,thymus,1,https://doi.org/10.3389/fimmu.2019.00447.; https://doi.org/10.1016/j.immuni.2020.03.019,MME,CD79B; PTCRA; CD7; CD5; CD44; MME; CD3E; CD34; BCL11B; TCF7; SPI1
"0,2",CL:0009069,CD8aa(II) thymocyte,1,thymus,1,https://doi.org/10.1126/science.aay3224,MME,MME; SMIM24; CTSW; HCST; CD7; ACTN1; SMC4; ZNF683; IKZF2; TRGC2
"0,2",CL:0000182,hepatocyte,1,liver,1,https://doi.org/10.1097/00000478-200110000-00011; https://doi.org/10.1007/s00424-006-0152-8,MME,MME; ALB; CYP2D6; HNF4A; ABCB11
"0,2",CL:0002303,pigmented ciliary epithelial cell,1,eye,1,https://doi.org/10.3390/cell7110210,ATP1A1,ATP1A1
"0,2",CL:0000818,transitional stage B cell,1,blood-pelvis,1,https://doi.org/10.1073/pnas.172384399,MME,MME; IGHD; TCL1A; SOX4; CD24; CD27; IGLL5; CD19; CR2; CD22; BCL7A; CD38; MS4A1; CD5; FCRLA
"0,2",PCL:0015051,Inh L1-3 SST FAM20A primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,PCSK5,PCSK5; TAC1
"0,2",CL:0000826,pro-B cell,1,bone-marrow,1,https://doi.org/10.1073/pnas.172384399,MME,RAG1; IL7R; MME; DNTT; CD34; CD19; VPREB1
"0,2",CL:0009111,centrocyte,1,lymph-node,1,ISBN:9781933477381; https://doi.org/10.1182/blood-2012-03-415380; ISBN:9781933477060,MME,CD38; MS4A1; CXCR5; BCL6; BCL2; MKI67; MME; IGHD; CD19; CR2; CD27; CD83
"0,2",CL:0009083,rearranging double negative thymocyte (Homo sapiens),1,thymus,1,https://doi.org/10.3389/fimmu.2019.00447.; https://doi.org/10.1016/j.immuni.2020.03.019,MME,CD1A; BCL11B; TCF7; CD79B; CD5; RAG2; CD3E; MME; DNTT; CD7; PTCRA
"0,2",CL:0000816,immature B cell,1,blood-pelvis,1,https://doi.org/10.3389/fimmu.2012.00302,MME,PAX5; IGHM; MME; IGHD; MS4A1; CD19
"0,2",CL:1001106,kidney loop of Henle thick ascending limb epithelial cell,1,kidney,1,https://doi.org/10.1681/ASN.2020010071; https://doi.org/10.1172/jci.insight.133267; https://doi.org/10.1038/s41586-020-2941-1; https://doi.org/10.1016/j.devcel.2019.10.005; https://doi.org/10.1038/s41467-019-10861-2,ATP1A1,ATP1A1; CDH1; UMOD; CASR; SLC12A1
"0,2",PCL:0051316,LRL_315 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,MME,MME; SMOC1; TENT5A
"0,2",CL:0002565,iris pigment epithelial cell,1,eye,1,https://doi.org/10.3390/cell7110210,ATP1A1,ATP1A1
"0,2",PCL:0051208,MSN_207 indirect pathway medium spiny neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,MME,MME; LINC01378; DRD2
"0,3",CL:0000540,neuron,3,spinal-cord,1,https://doi.org/10.1016/j.neuron.2023.01.007,FOXP2; SATB2,GATA3; ZFHX3; RNF220; FOXP2; NFIX; SATB2; TAC3
"0,3",CL:0002436,mature CD4 single-positive thymocyte,2,thymus,1,https://doi.org/10.3389/fimmu.2019.00447; https://doi.org/10.1038/s41467-021-21346-6; https://doi.org/10.1126/science.aay3224; https://doi.org/10.1172/JCI7558.,ADD3,CD27; ABLIM1; CD69; RPL17; SELL; CAMK4; CD1A; CD4; PTPRC; ARMH1; CD38; CD3E; CD8A; GIMAP7; ADD3; ID2; DENND2D
"0,3",PCL:0015053,Inh L5-6 SST BEAN1 primary motor cortex GABAergic interneuron (Hsap),2,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,SEMA5A; ADAMTSL1,TRHDE; THSD7B; ADAMTSL1; SEMA5A
"0,3",PCL:0015101,Exc L5-6 FEZF2 C9orf135-AS1 primary motor cortex glutamatergic neuron (Hsap),2,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,FOXP2; SEMA5A,EGFEM1P; FOXP2; SEMA5A
"0,3",CL:0000075,columnar/cuboidal epithelial cell,1,liver,1,https://doi.org/10.3748/wjg.v12.i22.3523,CFTR,CFTR
"0,3",PCL:0015034,Inh L2-5 VIP SOX11 primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,ADAMTSL1,HTR2C; THSD7B; ADAMTSL1
"0,3",CL:1001111,kidney loop of Henle thin descending limb epithelial cell,1,kidney,1,https://doi.org/10.1681/ASN.2020010071; https://doi.org/10.1172/jci.insight.133267; https://doi.org/10.1038/s41467-019-10861-2,SATB2,CRYAB; SATB2; CDH1; VIM; VCAM1; SLC44A5; SPP1
"0,3",PCL:0015062,Inh L5 PVALB LRIG3 primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,PLCE1,GPC5; CDH6; PLCE1
"0,3",CL:4030011,epithelial cell of proximal tubule segment 3,1,kidney,1,https://doi.org/10.1681/ASN.2020010071; https://doi.org/10.1073/pnas.2005477117; https://doi.org/10.1038/s41586-020-2941-1; https://doi.org/10.1016/j.devcel.2019.10.005; https://doi.org/10.1038/s41467-019-10861-2,SATB2,AQP1; SLC5A11; SATB2; MOGAT1; SLC22A7; SLC17A1
"0,3",PCL:0051103,DLCT6b_102 glutamatergic neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ADAMTSL1,RP11-467L24.1; AC064875.2; LINC01821; ADAMTSL1
"0,3",PCL:0015059,Inh L5-6 PVALB KCNIP2 primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,VAV3,NPFFR2; GPC5; VAV3
"0,3",PCL:0051230,EMSN_229 medium spiny neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ADAMTSL1,PTH2R; MEIS1; ADAMTSL1; CACNG5; TSHZ1
"0,3",PCL:0051209,MSN_208 indirect pathway medium spiny neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,SH3RF2,RP1-71H24.1; PENK; SH3RF2
"0,3",PCL:0051412,Splat_411 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,PDE3A,PDE3A; PPP1R17; RORB
"0,3",PCL:0051351,Splat_350 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ADAMTSL1,HTR2C; ADAMTSL1; TTR; SLC6A5
"0,3",PCL:0015033,Inh L2-5 VIP BSPRY primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,PDE3A,PDE3A; ST18
"0,3",PCL:0051229,EMSN_228 medium spiny neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ADAMTSL1,MEIS1; NPFFR2; ADAMTSL1; RP11-154H17.1; SEMA3C
"0,3",PCL:0015003,Inh L1-6 LAMP5 AARD primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,PRELID2,KIT; PRELID2; FREM1; FBXL7
"0,3",PCL:0051243,MGE_242 medial ganglionic eminence derived interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ADAMTSL1,MME; MCUB; FBN2; SOX6; ADAMTSL1
"0,3",CL:4030012,kidney loop of Henle short descending thin limb epithelial cell,1,kidney,1,https://doi.org/10.1681/ASN.2020010071; https://doi.org/10.1152/ajprenal.2000.278.1.F52; https://doi.org/10.1172/jci.insight.133267; https://doi.org/10.1038/s41467-019-10861-2,SATB2,ID1; CRYAB; SATB2; JAG1; TACSTD2; SPP1; CPE; SLC14A2
"0,3",PCL:0051101,DLCT6b_100 glutamatergic neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,SEMA5A,SULF1; LINC02232; RXFP1; SEMA5A
"0,3",CL:0000561,amacrine cell,1,eye,1,https://doi.org/10.1523/JNEUROSCI.0907-11.2011; https://doi.org/10.1016/j.preteyeres.2020.100844; https://doi.org/10.1002/cne.10985,SATB2,PVALB; SATB2; SLC17A8; EBF3; CALB2; PYGB; SYT2
"0,3",PCL:0051109,DLCT6b_108 glutamatergic neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,ADAMTSL1,CTB-57H20.1; RP11-369E15.3; LINC01821; ADAMTSL1; SEMA3E
"0,3",PCL:0015016,Inh L1 PVALB-like SST ASIC4 primary motor cortex GABAergic interneuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,PRELID2,NCKAP5; PRELID2; ADAM33
"0,3",PCL:0015103,Exc L5-6 FEZF2 SH2D1B primary motor cortex glutamatergic neuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,ADAMTSL1,PAPSS2; NLGN4Y; MEIS2; ADAMTSL1
"0,3",PCL:0051210,MSN_209 direct pathway medium spiny neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,SH3RF2,RP11-358P11.1; LINC02137; DRD1; SH3RF2
"0,3",PCL:0051225,EMSN_224 medium spiny neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,FOXP2,ALK; RXFP1; FOXP2; TACR1
"0,3",PCL:0051220,MSN_219 direct pathway medium spiny neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,FOXP2,ISL1; FOXP2; CXCL14
"1,0",PCL:0051372,Splat_371 neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,BNC2,BNC2; NPSR1; CPA6
"1,0",PCL:0051032,Fbl_31 arachnoid barrier cell (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,BNC2,PTGDR; BNC2
"1,0",PCL:0051052,Bgl_51 Bergmann glial cell (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,LAMA2,LAMA2; LINC01727
"1,0",PCL:0015082,Exc L3 THEMIS ENPEP primary motor cortex glutamatergic neuron (Hsap),1,allen-brain,1,https://doi.org/10.1038/s41586-021-03465-8,LAMA2,FAP; LAMA2
"1,0",PCL:0051129,ULIT_128 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,LAMA2,RP11-387P12.1; LAMA2; LINC02055; COL5A2
"1,1",ASCTB-TEMP:luminal-epithelial-cell,luminal epithelial cell,36,uterus,1,https://doi.org/10.1101/2021.01.02.425073,EPCAM,PTGS1; LGR5; EPCAM
"1,1",ASCTB-TEMP:glandular-epithelial-cell,glandular epithelial cell,36,uterus,1,https://doi.org/10.1101/2021.01.02.425073,EPCAM,SCGB2A2; PAEP; EPCAM; CXCL8
"1,1",ASCTB-TEMP:sox9-epithelial-cell,SOX9+ epithelial cell,18,uterus,1,https://doi.org/10.1101/2021.01.02.425073,EPCAM,SOX9; MMP7; EPCAM
"1,1",ASCTB-TEMP:ciliated-epithelial-cell,ciliated epithelial cell,18,uterus,1,https://doi.org/10.1101/2021.01.02.425073,EPCAM,TPPP3; PIFO; FOXJ1; EPCAM
"1,1",CL:0009084,glandular epithelial cell of endometrium,6,placenta,1,https://doi.org/10.1186/s13287-018-0962-6; https://doi.org/10.1177/1933719118756745; https://doi.org/10.1093/humrep/det285,KRT19; EPCAM,KRT19; KRT18; FUT4; EPCAM
"1,1",CL:4033014,peg cell,5,fallopian-tube,1,PMID:22911892,EPCAM,ITGA6; CD44; EPCAM
"1,1",CL:0009073,medullary thymic epithelial cell type 3,4,thymus,1,https://doi.org/10.1080/01926230600865549; https://doi.org/10.1126/science.aay3224; https://doi.org/10.4049/jimmunol.1002151; https://doi.org/10.3791/50951; https://doi.org/10.1038/s41467-021-21346-6; https://doi.org/10.1038/nature03886.,KRT19; EPCAM,SUCO; EPCAM; SOX2; SFN; LY6D; SPINK5; CDR2; PERP; CALML5; PTPRC; TSLP; KRT19; KRT6A; IVL; DEFB1; KRT10; S100A9
"1,1",CL:0002063,pulmonary alveolar type 2 cell,3,lung,1,https://doi.org/10.1148/93.3.507; https://doi.org/10.1136/thx.13.2.110,EPCAM,SLC39A8; HOPX; MFSD2A; LAMP3; SFTA2; ABCA3; ELF3; FXYD3; CDH1; BMP1; SFTPA2; KRT1; SFTPC; EPCAM
"1,1",CL:1001108,kidney loop of Henle medullary thick ascending limb epithelial cell,3,kidney,1,https://doi.org/10.1681/ASN.2020010071; https://doi.org/10.1172/jci.insight.133267; https://doi.org/10.1016/j.devcel.2019.10.005; https://doi.org/10.1038/s41467-019-10861-2,SLC12A1; UMOD; ATP1A1,RAP1GAP; PROX1; ATP1A1; CDH1; UMOD; CASR; SLC12A1
"1,1",CL:0002062,pulmonary alveolar type 1 cell,3,lung,1,https://doi.org/10.1148/93.3.507; https://doi.org/10.1136/thx.13.2.110,EPCAM,AQP4; FXYD3; SCEL; ELF3; SEMA3B; CDH1; CLIC5; SFTA2; EPCAM; RTKN2; SLC39A8; AGER; HOPX; GRAMD2A; KRT1
"1,1",CL:1001106,kidney loop of Henle thick ascending limb epithelial cell,3,kidney,1,https://doi.org/10.1681/ASN.2020010071; https://doi.org/10.1172/jci.insight.133267; https://doi.org/10.1038/s41586-020-2941-1; https://doi.org/10.1016/j.devcel.2019.10.005; https://doi.org/10.1038/s41467-019-10861-2,SLC12A1; UMOD; ATP1A1,ATP1A1; CDH1; UMOD; CASR; SLC12A1
"1,1",CL:1001109,kidney loop of Henle cortical thick ascending limb epithelial cell,3,kidney,1,https://doi.org/10.1681/ASN.2020010071; https://doi.org/10.1016/j.devcel.2019.10.005; https://doi.org/10.1038/s41467-019-10861-2,SLC12A1; UMOD; ATP1A1,ATP1A1; TMEM207; CLDN16; CDH1; UMOD; CASR; SLC12A1
"1,1",CL:0009071,medullary thymic epithelial cell type 1,2,thymus,1,https://doi.org/10.3791/50951; https://doi.org/10.1038/s41467-021-21346-6; https://doi.org/10.1126/science.aay3224,KRT19; EPCAM,PTPRC; SAA1; EPCAM; KRT5; CCL19; CH25H; CLU; FN1; CDR2; KRT14; KRT19; KRT15; PTGDS; ASCL1
"1,1",CL:0000743,hypertrophic chondrocyte,2,knee,1,https://doi.org/10.1136/ard-2022-223227,SPP1,IBSP; COL10A1; SPP1
"1,1",CL:0000788,naive B cell,2,blood-pelvis; bone-marrow,2,https://doi.org/10.1038/s41467-019-12464-3,CD24,SDC1; MME; IGHD; MS4A1; FCER2; CD38; CD24; CR2; CD19; IGHM; CD27; PAX5; CD40
"1,1",CL:1000271,lung multiciliated epithelial cell,2,lung,1,https://doi.org/10.1148/93.3.507; https://doi.org/10.1136/thx.13.2.110,EPCAM,FXYD3; CDHR4; ELF3; FOXJ1; TUBB4B; DYNLRB2; CDHR3; TSPAN1; CDH1; RSPH1; EPCAM
"1,1",CL:0000158,club cell,2,lung,1,https://doi.org/10.1148/93.3.507; https://doi.org/10.1136/thx.13.2.110,EPCAM,EPCAM; FXYD3; ELF3; CYP2F1; SCGB3A2; TSPAN1; CDH1; SCGB1A1
"1,1",CL:1000850,macula densa epithelial cell,2,kidney,1,https://doi.org/10.1681/ASN.2020010071; https://doi.org/10.1016/j.devcel.2019.10.005; https://doi.org/10.1038/s41467-019-10861-2,SLC12A1; ATP1A1,ATP1A1; NOS1; CDH1; SLC12A1; ROBO2
"1,1",CL:0000818,transitional stage B cell,2,blood-pelvis; bone-marrow,2,https://doi.org/10.1073/pnas.172384399,CD24,NCAM1; IL3RA; FCGR3A; CD3E; CD1C; CD14; MME; IGHD; ITGAX; TCL1A; SOX4; HLA-DRA; CD24; CD27; CLEC9A; THBD; IGLL5; CD19; CR2; CD22; BCL7A; CD38; MS4A1; CD5; FCRLA
"1,1",PCL:0051020,Vsmc_19 brain vascular cell (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,MECOM,MECOM; ACTA2
"1,1",CL:1000350,basal cell of epithelium of terminal bronchiole,1,lung,1,https://doi.org/10.1148/93.3.507; https://doi.org/10.1136/thx.13.2.110,EPCAM,NGFR; FXYD3; ELF3; TSPAN1; CDH1; KRT5; TRPC6; TP63; EPCAM
"1,1",CL:0000786,plasma cell,1,bone-marrow,1,https://doi.org/10.1073/pnas.172384399,CD24,IGKC; TNFRSF17; SDC1; IGHD; DERL3; CR2; CD19; IGHG1; CD27; CD24; IGHA1; CD38; MZB1; SEC11C
"1,1",CL:0009075,myo-medullary thymic epithelial cell,1,thymus,1,https://doi.org/10.3791/50951; https://doi.org/10.1038/s41467-021-21346-6; https://doi.org/10.1080/01926230600865549; https://doi.org/10.1126/science.aay3224,EPCAM,PTPRC; NEB; MYOG; NNAT; CDR2; ACTA1; TTN; TPM2; TNNT3; MYL11; KLHL41; TNNI2; EPCAM
"1,1",PCL:0051017,VendVC_16 capillary endothelial cell (Hsap),1,allen-brain,1,https://doi.org/10.1101/2022.10.12.511898,MECOM,MECOM; TRPM6
"1,1",CL:0000764,erythroid lineage cell,1,bone-marrow,1,https://doi.org/10.1371/journal.pone.0162209,EPCAM,KIT; PTPRC; GYPA; APOC1; ENG; KLF1; GATA1; CD36; MYC; TFRC; KCNH2; PRSS57; EPCAM
"1,1",CL:0002306,epithelial cell of proximal tubule,1,kidney,1,https://doi.org/10.1681/ASN.2020010071; https://doi.org/10.1073/pnas.2005477117; https://doi.org/10.1172/jci.insight.133267; https://doi.org/10.1038/s41586-020-2941-1; https://doi.org/10.1038/s41467-019-10861-2,ALDOB,CUBN; SLC13A1; LRP2; GATM; ALDOB
