leiden_sub,cell_id,cell_label,evidence,dataset_count,shared_markers,gene_expr_markers
"6,5",CL:0000623,natural killer cell,27,27,IKZF2; RHOH; BIRC3; RUNX1; GLCCI1; TOX,GNLY; CCL3; ENSG00000255641.1; CLEC10A; KLRF1; PYHIN1; SYTL3; APBB1IP; CD247; RUNX1; CD86; CD96; AC022075.1; SH2D1B; SAMD3; PRKCB; TOX; ATP8B4; TMEM181; NCALD; GLCCI1; IKZF2; NCAM1; TXK; CD160; AOAH; BIRC3; IGLC3; KLRC2; SKAP1; RHOH; SPRY1; CCL4
"6,5",CL:0000051,common lymphoid progenitor,26,25,CD44; IL2RA; TOX; CASK; BCL2; LDLRAD4; TTN; RHOH,DNTT; IGLL1; VPREB1; SPINK2; BAALC; EML3; CD200; FLT3; TASL; RGL4; BCL2; NUCB2; HDAC9; RUNX2; MAP1A; C1QTNF4; SMIM24; CD44; UMODL1; LDLRAD4; TTN; CD34; SDK2; ZFP14; DEK; TRBC2; TOX; CASK; RHOH; CDK6-AS1; C1orf56; AC074327.1; FAM30A; NEGR1; IL2RA; EGFL7
"6,5",CL:0000818,transitional stage B cell,26,26,TBC1D4; RHOH; LDLRAD4; BCL2; GLCCI1; PELI1; IKZF2; TTN; RUNX1; BIRC3; SESN3,TNFRSF13C; TBC1D4; ARHGAP24; BLK; PAX5; BANK1; BCL2; IKZF2; FCRL2; RALGPS2; CCDC50; GLCCI1; IGHM; RUNX1; SNX16; POU2F2; CD79B; MS4A1; POU2AF1; EBF1; MARCH3; BIRC3; LDLRAD4; SESN3; PELI1; SLC24A3; KIT; ISPD; ARPP21; JCHAIN; VPREB3; RHOH; CADPS2; TTN; SOX5
"6,5",CL:0000896,"activated CD4-positive, alpha-beta T cell",26,25,ICOS; CD28; SPOCK2,AHNAK; LEPROTL1; TNFAIP3; SATB1; BTBD11; CCR4; EMP3; GPSM3; ITM2A; ABTB3; ERN1; MYBL1; SPOCK2; CD28; ITK; TRAF1; IL7R; RCAN3; GPR183; PLCB1; ANXA1; CD4; LINC01871; ICOS; RORA; ATP1A1; CD40LG; ENSG00000268027
"6,5",CL:0000913,"effector memory CD8-positive, alpha-beta T cell",25,25,BCL2; PHTF2; SPOCK2; TOX; TNIK; RHOH; ICOS; CD44; GLCCI1; IKZF2; CASK,SCML4; SYTL3; KLRK1-AS1; EVL; OXNAD1; ANKRD44; BCL2; EML4; MYBL1; PARP8; KLRD1; NLRC5; STK17A; ICOS; GLCCI1; TNIK; RASA2; CD44; HELZ; PHTF2; CASK; BCL11B; IFNG-AS1; IKZF2; IKZF1; CCSER2; GLIS3; KLRK1; NLK; RHOH; GNLY; ARAP2; TOX; IL7R; AOAH; EIF4E3; SPOCK2; TRERF1; CD69; CD96; SLFN12L; CAMK4
"6,5",CL:0000236,B cell,24,24,RHOH; TBC1D4; ARID5B; TTN; LDLRAD4; TOX; BCL2; SESN3; BIRC3; BACH1; CD44,HLA-DPA1; PRKCB; HLA-DPB1; TBC1D4; HLA-DMA; SESN3; CLEC2D; TTN; PTPRJ; ISG20; CD44; PTPN1; BLK; YLPM1; MS4A1; PAX5; BCL2; ARID5B; TOX; IGHA1; BIRC3; LDLRAD4; BASP1; SH2B3; RHOH; NT5DC1; ALCAM; BACH1; SEL1L3
"6,5",CL:0000097,mast cell,22,22,TTN; STAM; BIRC3; IL2RA; RUNX1; LDLRAD4; TNIK; IKZF2; PLCL1; RHOH,STAM; TDRD3; SNX29; LDLRAD4; BIRC3; EPAS1; GRAP2; ALOX5; CPA3; IL2RA; HSH2D; RHOH; HDC; IKZF2; RGL2; TPSAB1; TTN; MS4A2; TNIK; CDK15; IL18R1; MSI2; SLC24A3; PLCL1; GNAQ; ENSG00000240521.1; TPSB2; RUNX1; CLC
"6,5",CL:0000908,"CD8-positive, alpha-beta cytokine secreting effector T cell",22,22,TOX; BCL2; IKZF2; SPOCK2; GLCCI1,CST7; SLC1A4; GZMH; LDHA; GZMA; TOX; PRSS23; NKG7; GLCCI1; CD8A; OXCT1; CD3E; GZMB; RPN1; SPOCK2; HOPX; FGFBP2; KLRD1; SGCD; CCL4; KLRG1; IKZF2; ADGRG1; CD8B; BCL2
"6,5",CL:0000784,plasmacytoid dendritic cell,21,19,TTN; GLCCI1; PELI1; BIRC3; CD28; TBC1D4; LDLRAD4; IKZF2,ACY3; CD28; BIRC3; LDLRAD4; IDO1; MFSD8; HDC; IKZF2; SYNCRIP; SNX24; TBC1D4; GIPR; GZMB; PELI1; CD7; GLCCI1; ENSG00000273269.3; TTN; MRPS33; PPP1R14B; IL7R; SPINK2; RUNX2; SCT; RHEX; LILRA4; STK17A; SELL; LTB; MIR155HG; TMF1
"6,5",CL:0000814,mature NK T cell,21,21,GLCCI1; ICOS; TOX; TNIK; LDLRAD4; SPOCK2; CD28; BIRC3; CTLA4; CASK; IKZF2,SPOCK2; IRF8; PRF1; HOPX; GNLY; CD28; CASK; ENSG00000266302.6; GZMA; CTLA4; LDLRAD4; BIRC3; IL2RB; SAMSN1; ICOS; GLCCI1; NR4A1; TNIK; CD247; IKZF2; TOX; TBX21; KLRF1; FSCN1; LAMP3; PRMT9; HYCC1; NCR3; TCAF2; YIF1B
"6,5",CL:0000863,inflammatory macrophage,21,21,PELI1; RUNX1; BIRC3; LDLRAD4; RHOH; CD44; IL2RA; BACH1,MS4A6A; SLC8A1; CSF2RA; KMO; KCNQ3; MAP2K3; EAF1; NLRP3; PELI1; C1QB; HLA-DRA; CD44; CCR7; IL10; ACSL1; XPR1; CPM; BACH1; RHOH; DOCK4; IL2RA; TGM2; OTUD3; ITPKB; OLFML1; LDLRAD4; BIRC3; CLEC4E; RUNX1
"6,5",CL:0002394,CD141-positive myeloid dendritic cell,19,19,IKZF2; TOX; LDLRAD4; TRAF3; TBC1D4; RTKN2; CD44; BACH1; RUNX1; SESN3; BIRC3,TRANK1; TOX; MIR181A1HG; ENSG00000231873; ENSG00000249988; GADD45A; FAM118B; FHL1; ARRB1; RTKN2; BASP1; POU2F2; IKZF2; LIMS1; DAPP1; SESN3; BIRC3; LDLRAD4; NPR3; RTN1; BACH1; IGKV2-29; XYLT1; TBC1D4; RGS2; LFNG; TRAF3; CD44; LYZ; S100B; RUNX1; TVP23A; NSD1; DSG2; ETV6; LINC00278; TRPS1
"6,5",CL:0000583,alveolar macrophage,18,18,CD28; SESN3; BIRC3; RHOH; RUNX1; USP15; TBC1D4; IL2RA; CD44; TTN,PLEKHG5; KLHL42; NUPR1; ANKRD13C; CXCL9; SESN3; CD81; TBC1D4; CD28; SQSTM1; PPP1R15A; TTN; MS4A4E; HIP1; C1QA; IL2RA; CXCL2; CCL3; S100A8; S100A12; CD44; TNFSF8; SERPINB9; IL1RN; C1QB; USP15; TSPYL2; CLIC2; SPPL2A; LILRB5; RUNX1; POLM; FOLR2; S100A9; CD163L1; RHOH; DEPP1; BIRC3
"6,5",CL:0000939,"CD16-positive, CD56-dim natural killer cell, human",18,18,RHOH; RTKN2; TTN; IKZF2; LDLRAD4; TOX; BCL2,RTKN2; RAP1GAP2; CBLB; DUSP4; ZNF683; LAT2; RHOH; TTN; NCR1; PRF1; TXK; BCL2; GNLY; SKAP1; CD247; GINS3; APBA2; ITGAE; IKZF2; MCTP2; TOX; NKG7; LDLRAD4
"6,5",CL:4033076,cycling macrophage,18,17,PELI1; TBC1D4; CD28; BACH1; PHACTR2; IL2RA; RUNX1,TREM2; C1QB; DIAPH3; TIMD4; MYH7; CCT8; CENPP; BACH1; STAB1; COLEC12; TNFRSF21; RUNX1; PELI1; SPRED1; IL2RA; SLC7A8; PHACTR2; RGL1; SPMIP2; TLR7; AURKB; FPR3; CD28; F13A1; TBC1D4; KCNAB2; ST7
"6,5",CL:1000413,endothelial cell of artery,18,18,PHACTR2; CASK; LDLRAD4; TBC1D4; SPOCK2; PLCL1; PELI1,PODXL; PHACTR2; AK1; SRRM4; CASK; HEY1; NFIB; ARL15; EGFL7; CALCRL; PLCL1; PELI1; SPOCK2; PTPRB; TBC1D4; MCTP1; MECOM; WWTR1; LDLRAD4
"6,5",CL:0000775,neutrophil,18,17,USP15; TTN; RUNX1; LDLRAD4; TOX; IL2RA; CD44; GLCCI1; PELI1; BIRC3; SESN3,CD300E; SLC11A1; CYP1B1; MAST3; MAFB; S100A9; USP15; STX11; METTL15; SMC4; SESN3; MNDA; HBP1; ACAP2; CDK12; STK39; TOX; CD44; JARID2; TTN; LDLRAD4; BIRC3; SLC25A37; PELI1; CLU; GLCCI1; NBEAL2; IL1R2; G0S2; LDLR; SCAF8; CELA1; RSBN1L; RASA3; THEMIS; RUNX1; CSF3R; IL2RA; VCAN; SAMSN1
"6,5",CL:0000653,podocyte,18,18,SPOCK2,MYL9; KCNT2; KLK6; CLIC5; NPHS1; TNNT2; ALDH1A2; SPOCK2; WT1; PTGDS
"6,5",CL:0002031,hematopoietic lineage restricted progenitor cell,18,18,LDLRAD4; BCL2,WDR49; SHQ1; NREP; SPON2; DTX4; BCL2; RUNX2; PLAC8; RNASE6; TNNI2; AL096865.1; LGMN; IRF8; ADA; LDLRAD4; BLNK
"6,5",CL:1000714,kidney cortex collecting duct principal cell,18,18,TTN; TOX,HES1; PAPPA; TOX; HSD11B2; AQP2; NDRG1; ROR2; ARG2; ZNF331; TTN; PWRN1; SLC4A4; NLGN1; GPC5
"6,5",CL:0000158,club cell,17,17,TOX; RUNX1; SESN3; TRAF3; TBC1D4; IKZF2; USP15; PLCL1; ARID5B; TTN; PELI1; GLCCI1,RUNX1; MUC6; TUG1; FGD4; CYP2B6; SESN3; CLIC6; EFNA5; ARID5B; SAMHD1; TBC1D4; CNTLN; TOX; PLCL1; ASXL3; MOB3B; LINC00486; XRN1; MSR1; KLF3; TTN; PPARG; ZFYVE16; MRC1; GPRC5A; RARRES1; BNC2; GLCCI1; ITFG1; NKX2-1; USP15; SFTPB; SEMA3C; PELI1; BCKDHB; PAN3; IKZF2; RAB24; ENSG00000259345.7; SRGAP1; TRAF3
"6,5",CL:0002144,capillary endothelial cell,16,15,CASK; TBC1D4; PELI1; TTN; PHACTR2; BIRC3; SPOCK2,SLC7A5; BIRC3; CASK; TBC1D4; CLEC1A; CLDN5; ANO2; BTNL9; NRP1; SPOCK2; PELI1; PHACTR2; ADAMTS9; SLC7A1; SEC14L1; DIPK2B; TTN; FLT1; PKD1L1
"6,5",CL:0011031,monocyte-derived dendritic cell,15,15,USP15; LDLRAD4; BIRC3; RUNX1; TRAF3; TBC1D4; PELI1; CD44,FCGR3B; C5AR1; SLC4A1; SYK; PLXDC2; RUNX1; IL1B; CTSB; CCL4L2; CCL3; S100A8; FAM19A2; CCND3; SPP1; TRAF3; PLAUR; TBC1D4; PELI1; CD44; CLC; C15orf48; BIRC3; LDLRAD4; CD14; PI3; VAMP3; PTGS2; KIAA0040; PHLDA2; USP15
"6,5",CL:0000148,melanocyte,15,15,IKZF2; USP15; ARID5B; TNIK; BIRC3; PLCL1; CD44; DUSP16,TRPM3; MITD1; RPS6KB2; KIAA1324; IKZF2; TUBB4A; DPM2; MLANA; C1QTNF3-AMACR; PLCL1; ID4; CTNNA3; CREB5; ORMDL2; ARID5B; FRMD4B; ADD3; CD44; KEAP1; IRF2BP2; DUSP16; TNIK; ZNF337-AS1; CBLB; RAD52; BIRC3; ALCAM; H6PD; PIEZO2; FAM107B; DOCK5; ADAMTS4; USP15; ANO6; PIP4K2A
"6,5",CL:0000765,erythroblast,14,14,SESN3; BACH1; CASK; RUNX1; PLCL1; BCL2; TRAF3; USP15; TTN; STAM,CASK; SESN3; WWP1; ENSG00000254459; TTN; SLC39A13; BACH1; BPTF; IGFBP5; STAM; FAM210B; SRSF4; TCEA3; PRDX2; USP15; KIAA0825; KALRN; TRAF3; POLR1G; HEYL; GNG2; BCL2; TANC1; RUNX1; PARD3B; LINGO2; PLCL1
"6,5",CL:0000817,precursor B cell,14,14,ARID5B; TTN; CD28; GLCCI1; IKZF2; LDLRAD4,ID3; H1-2; UBE2C; MKI67; TCL1A; ARID5B; PELI2; EIF2AK3; IGHM; CD28; ARPP21; USP49; IKZF2; TTN; GLCCI1; PPM1B; PRKCE; PCM1; LDLRAD4; EBF1; PPP1R14B; VPREB1; NSD2; E2F1; BCOR; ROR1; FCRLA; PAX5
"6,5",CL:0000576,monocyte,13,13,IKZF2; TTN; TOX; RHOH; GLCCI1; PELI1; LDLRAD4; BACH1; CD44; ICOS,IKZF2; DENND1A; KLF12; CD44; PLA2G4A; SETD2; SLC2A6; LDLRAD4; FCGR3A; PELI1; TTN; ICOS; GLCCI1; BACH1; RHOH; WARS; PILRA; GLUL; TOX; LST1
"6,5",CL:0000899,T-helper 17 cell,12,12,IL2RA; CD28; SPOCK2; PHTF2,TNFAIP3; LINC01871; IL7R; JAML; PHTF2; RORC; FKBP11; SPOCK2; CD28; ATP6AP2; RORA; CDC37; TRAC; TMIGD2; PHF21A; YWHAQ; AQP3; KLRG1; PRR5; ANKRD28; CCL20; IFI44; RGS1; IL2RA
"6,5",CL:0000669,pericyte,12,12,ARID5B; PHTF2; PLCL1; IL2RA; TRAF3,PDE3A; GUCY1A2; CD36; LAMC3; FRY; ARID5B; HPSE2; LEF1; MCM2; TRAF3; IL2RA; FOXP3; PLCL1; PHTF2; RGS5-AS1; PTGDS; MACF1; MMP9; THSD4; EBF1; STEAP4
"6,5",CL:0000232,erythrocyte,12,12,TOX; RUNX1; ARID5B; SESN3; SPOCK2; BACH1; PHACTR2; IKZF2,SPCS2; FBXO32; BACH1; EYA1; ACAP2; TLR5; TBC1D22A; IKZF2; FAM217A; PHACTR2; UBAC2; RUNX1; THEMIS; SPOCK2; WASH7P; SESN3; TOX; SH2D1A; ARID5B; SPN; DAPK1
"6,5",CL:0000837,hematopoietic multipotent progenitor cell,12,12,RUNX1; TNIK; TOX; BCL2; IKZF2; RTKN2; PHACTR2; CD44; TBC1D4,TOX; BCL2; SPINK2; SMIM24; HOPX; PHACTR2; MDK; IGLL1; TBC1D4; FAM30A; RTKN2; CD44; TM4SF1; TNIK; CD34; IKZF2; RUNX1; HSPD1; NUCB2
"6,5",CL:0000561,amacrine cell,11,11,GLCCI1; RHOH; PLCL1; SPOCK2; BIRC3; LDLRAD4; BCL2; IKZF2,RHOH; LINC02485; SLC1A3; SV2C; NCAM2; CADM2; APOE; BCL2; FMN1; PCDH9; IKZF2; BIRC3; LDLRAD4; ADAMTS17; SLCO1A2; ZFHX3; NRXN1; DSCAM; NCKAP5; SPOCK2; PLCL1; PTPRA; NLGN1; ANKS1B; SEMA5A; PCSK5; PDE4D; HS3ST4; GLCCI1; ANKIB1; RORB
"6,5",CL:0000188,cell of skeletal muscle,11,11,PELI1; TTN,MYH3; RHOB; MGLL; PELI1; MEG8; MDM2; AGBL4; RPL39; NEB; RALGAPA1; GPR158; TTN
"6,5",CL:0000791,mature alpha-beta T cell,10,10,DUSP16; CD28; SPOCK2; PHACTR2,DUSP16; CD28; IL18R1; PHACTR2; DCAF10; LTB; TAFA1; ACAP1; GZMK; SNHG8; PBXIP1; TTC39C; RUNX2; IL18RAP; KLRB1; SPOCK2; PARP8; IL7R
"6,5",CL:0000807,DN3 thymocyte,10,10,SPOCK2; SESN3; CD28; RTKN2; IKZF2,SPOCK2; SLAMF1; CD38; IKZF2; CLEC2D; PRKCQ-AS1; IL7R; SOX4; CD2; LEF1; RTKN2; TOB1; CD28; SESN3
"6,5",CL:0000545,T-helper 1 cell,10,10,SPOCK2; CTLA4,ALOX5AP; IFNG; CD3D; CD2; TRAC; SPOCK2; CXCL13; CXCR6; TBC1D10C; CTLA4; LINC01871; WBP11; GZMH; GBP5; CD6; UCP2
"6,5",CL:0000077,mesothelial cell,9,9,PHACTR2; CD44; RUNX1; SPOCK2; RTKN2; TTN,ELL2; CASTOR3; PTPN9; RTKN2; DPP10; TTN; NEB; NRG3; TMEM141; CD44; CUX2; PRKCZ; TSPAN13; PHACTR2; AGER; PITPNC1; SPOCK2; APOD; RUNX1; ADCY2; LRP1B
"6,5",CL:0002191,granulocytopoietic cell,9,9,TNIK; RUNX1; TOX; IKZF2,CLC; TOX; IKZF2; PRG2; MS4A3; SLC24A3; RYR3; IL5RA; DAPK2; ENPP3; TNIK; MS4A2; RUNX1; MSI2
"6,5",CL:0000750,OFF-bipolar cell,9,9,BACH1; TTN,TAFA4; BACH1; GRIK1; LEMD1; CCDC152; TTN; FEZF2
"6,5",CL:0000186,myofibroblast cell,9,9,LDLRAD4; CD44; PLCL1; PHTF2; BIRC3; SESN3; TBC1D4,COL6A3; TBC1D4; THY1; SNED1; RBMS3-AS2; SESN3; LDLRAD4; BIRC3; CEMIP; PLCL1; TMEM47; GUCY1A2; PHTF2; CD44; FGF14
"6,5",CL:0002489,double negative thymocyte,9,9,SPOCK2; LDLRAD4; TTN; IKZF2; TBC1D4,CCL4; NCR3; CARS; TBC1D4; MTA1; KLRB1; CEBPD; LDLRAD4; IKZF2; TTN; NOL11; SPOCK2; CTSW; PCGF3; HOPX; TRDC; CCL3; KLRC1; AREG; CXorf49
"6,5",CL:0000745,retina horizontal cell,9,9,SESN3; RUNX1; CD44; BCL2; TOX; GLCCI1; DUSP16,SPATA22; FKBP7; C19orf70; RUNX1; PPP1R17; AL137024.1; DUSP16; SESN3; PLS3; HES5; TOX; GLCCI1; ADGRB3; HDAC9; EHBP1; BCL2; CD44; ANXA1; TNFRSF12A; HOPX
"6,5",CL:0002543,vein endothelial cell,8,8,BIRC3; TTN; TBC1D4; ICOS; PELI1,PELI1; ANO2; CLEC14A; COG3; TBC1D4; ITM2A; BIRC3; EVA1C; ICOS; TTN; RAPGEF5; STXBP6; ACKR1; CCDC141; PRKCH
"6,5",CL:4023074,mammillary body neuron,8,8,SESN3; IKZF2; ARID5B; RTKN2; GLCCI1,PMP2; AC018682.1; SESN3; GLCCI1; RFTN2; LINC00598; DCLK3; RTKN2; ARID5B; IKZF2; AC019197.1; RCAN1; DLL1; ANK3; NRXN3; U91319.1
"6,5",CL:1001603,lung macrophage,8,8,ARID5B; BIRC3; LDLRAD4; CD44,ARID5B; TBC1D22A; RNF213; SLC8A1; MAP4K4; N4BP2L2; CTNNB1; ST6GALNAC3; ASH1L; CD44; COL1A1; VCAN; MAFB; GPNMB; LDLRAD4; BIRC3; TRPS1; ICAM1; THBS2; ZSWIM6
"6,5",CL:0000127,astrocyte,8,8,SPOCK2; CD44; TOX; TTN,SPOCK2; ATP1A2; ACSS1; MRVI1; GFAP; CD44; TOX; NRXN1; CDH19; OBI1-AS1; TRPM3; HSPB8; TTN
"6,5",CL:0001054,CD14-positive monocyte,8,8,BIRC3; CD44; IL2RA; TNIK; PELI1,BIRC3; CD44; IL2RA; CCL4L2; TNIK; LINC02376; IL1A; TREM1; ADGRE2; CSF2RA; SLC2A3; HCK; PELI1
"6,5",CL:0000740,retinal ganglion cell,8,8,BCL2; GLCCI1; SESN3; CD44; TOX,CRB1; BCL2; TPGS1; SCN9A; AFF3; TOX; THBS4-AS1; SYT1; NRXN1; CD44; RND3; ST6GALNAC5; SESN3; SOX4; GLCCI1; TNPO3
"6,5",CL:0002138,endothelial cell of lymphatic vessel,7,7,PELI1; TTN; BIRC3,MB21D2; MMRN1; BAG2; TPD52; CCL21; PERP; PDE10A; PELI1; TNXB; TTN; PKHD1L1; BIRC3; CSF3
"6,5",CL:0001071,group 3 innate lymphoid cell,7,7,BCL2; BIRC3; SPOCK2; IL2RA; DUSP16; LDLRAD4,OST4; LINC01934; TRBC1; BCL2; PRR5; IL23R; BIRC3; SPOCK2; IL2RA; IL4I1; DUSP16; ARL4C; LDLRAD4
"6,5",CL:0000171,pancreatic A cell,7,7,SPOCK2; LDLRAD4; CD44,LCK; SPOCK2; LMO4; CD3D; TAGLN2; PPP1R14B; ABCC1; MALT1; LDLRAD4; CD59; CD44
"6,5",CL:1000716,kidney outer medulla collecting duct principal cell,7,7,TOX,TOP6BL; SLC14A2; PIK3C2G; GREB1L; ENSG00000285876; PKIA; ROBO2; TOX
"6,5",CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",7,7,DUSP16; TOX; TNIK; CD28; SPOCK2; ICOS,DUSP16; CCL5; SLC1A3; NKG7; SPOCK2; ICOS; TNIK; ETV1; TOX; CD28; SAMD3; RAP1B; CD8A; MPZL3; CD8B
"6,5",CL:0002293,epithelial cell of thymus,7,7,TTN; ARID5B,FAM247B; MYREM; TNNT3; MYL1; SMPX; TNNI2; TTN; ARID5B
"6,5",CL:4033068,cycling B cell,6,6,RHOH; CASK; TOX; RTKN2; TTN,RHOH; TCL1A; CASK; BBS4; TOX; PCLAF; KCTD15; NUSAP1; SNX30; RTKN2; TTN; PLK1
"6,5",CL:0002368,respiratory tract epithelial cell,6,6,TOX; IKZF2; ARID5B,CHPT1; EYA4; TOX; GRHL2; GALNT17; IKZF2; TM2D1; ARID5B
"6,5",CL:0000050,megakaryocyte-erythroid progenitor cell,6,6,IKZF2; TNIK; STAM,MOB1B; UGT2B11; KLHL24; ZNF385D; CD38; MINPP1; STAM; FCER1A; SCGB3A1; SLC40A1; TNIK; RHEX; MAN2A2; IKZF2
"6,5",CL:0002396,"CD14-low, CD16-positive monocyte",6,6,BIRC3; BACH1; PELI1,RTN1; BIRC3; NCCRP1; VMO1; CCR7; BACH1; FYB1; SMIM25; MS4A7; PELI1; CCL22; LAMP3; HES4
"6,5",CL:1000452,parietal epithelial cell,6,6,BCL2; BIRC3; SPOCK2,SLC4A11; BCL2; CCN2; RBFOX1; VCAM1; BIRC3; SPOCK2; AEBP1
"6,5",CL:0001058,"plasmacytoid dendritic cell, human",6,6,GLCCI1; LDLRAD4,PPP1R14B; KCNK10; IKZF1; RPL13; GLCCI1; GZMB; LDLRAD4; PTCRA
"6,5",CL:0000875,non-classical monocyte,6,6,USP15; RUNX1; IL2RA; PELI1,PLA2G7; IRAK3; DMXL2; KYNU; HCLS1; RUNX1; IL2RA; USP15; FCGR3A; RBM47; ADAP2; PELI1; COTL1
"6,5",CL:0000034,stem cell,5,5,LDLRAD4; IKZF2; ARID5B,VDR; CACNB2; RGMB; UTRN; TRIO; LDLRAD4; TRPM3; IKZF2; OLFM4; ELAPOR1; LGR5; SCTR; ARID5B
"6,5",CL:1001108,kidney loop of Henle medullary thick ascending limb epithelial cell,5,5,PLCL1; CASK; RUNX1,NELL1; SLC16A7; PLCL1; VAT1L; TMEM52B; THAP6; ESRRB; BRD7; HRG; MAST4; CASK; RUNX1
"6,5",CL:0019032,intestinal tuft cell,5,5,IKZF2; RUNX1; ARID5B; RTKN2,IKZF2; UGT2B17; EGF; LAMB1; MID1; USP19; RUNX1; AZGP1; ARID5B; RTKN2; HSPA4L
"6,5",CL:4030013,kidney loop of Henle long descending thin limb outer medulla epithelial cell,5,5,BIRC3; BCL2; TNIK,BIRC3; DLGAP1; EPHA7; BCL2; DCC; DTNA; LINC01320; TNIK
"6,5",CL:4023068,thalamic excitatory neuron,5,5,DUSP16; TOX; PELI1; PHACTR2,ZNF638; GREB1L; DUSP16; TOX; ASCL1; HES6; PELI1; CEP290; MIR31HG; PHACTR2
"6,5",CL:0000546,T-helper 2 cell,5,5,SPOCK2; TBC1D4; ICOS,SPOCK2; GPR65; CRTC1; PPME1; GATA3; TBC1D4; BIVM; ICOS
"6,5",CL:0000646,basal cell,5,5,CASK; LDLRAD4; BCL2; PHTF2; BIRC3,KHDRBS1; COL21A1; MORF4L2; COTL1; CASK; CATSPERB; LRRC1; LDLRAD4; BCL2; MEF2A; PHTF2; ETV6; BIRC3
"6,5",CL:4033041,CCL3-positive alveolar macrophage,5,5,TRAF3; SESN3; TNIK,TNIP3; TRAF3; CYB561D2; SESN3; CXCL5; TNIK
"6,5",CL:0000890,alternatively activated macrophage,5,5,CD28; RUNX1; TTN,KCNMA1; ENSG00000250771.2; CD28; RUNX1; C1QC; TTN; CSF1R
"6,5",CL:0000650,mesangial cell,5,5,PHTF2,DAAM2; FOSB; GPR75-ASB3; PHTF2
"6,5",CL:0000510,paneth cell,5,5,CD44; TTN; ARID5B,FERMT1; AGR2; CLDN18; CD44; RHOV; EPHB2; REG1A; TTN; RBP4; ARID5B
"6,5",CL:0000037,hematopoietic stem cell,5,5,RUNX1; TBC1D4; CD44; TOX,PRNP; RUNX1; TBC1D4; ERG; FLT3; CD44; IGLL1; TRBC2; TSC22D1; CLC; TOX
"6,5",CL:0002201,renal beta-intercalated cell,5,5,BCL2; TBC1D4; PLCL1,BCL2; FAM222B; TBC1D4; WWC1; NEBL; PTBP3; PLCL1; FGD4; DHRS7; GPX3
"6,5",CL:1000432,conjunctival epithelial cell,5,5,RUNX1; PELI1; SESN3; BIRC3; TRAF3,BIRC3; SLC7A5; HES1; S100A2; SESN3; PKP1; H19; TRAF3; TOMM34; CHD9; SUN1; FUBP1; PELI1; RUNX1
"6,5",CL:0000125,glial cell,5,5,BIRC3; SESN3; RTKN2,SEMA3C; ABCA3; RASL11B; SELENOT; BIRC3; SESN3; DGKG; RUNX2; ENPP6; RTKN2
"6,5",CL:0000540,neuron,5,5,GLCCI1; LDLRAD4; PLCL1; BCL2,CNGB1; GLCCI1; SKA2; PCDH7; RIDA; LDLRAD4; PLCL1; TRPM3; BCL2
"6,5",CL:0000844,germinal center B cell,5,5,CD44; TOX; TRAF3; RHOH,CD44; TOX; DUSP2; CD72; TRAF3; TCL1A; IGKC; RHOH
"6,5",CL:0002064,pancreatic acinar cell,4,4,RUNX1; CD44,RUNX1; TC2N; CD44
"6,5",CL:0000906,"activated CD8-positive, alpha-beta T cell",4,4,RHOH; LDLRAD4,TRGV7; KLRD1; RHOH; PDE7A; ENSG00000286065.2; GRAP2; THEMIS; CCL5; LIX1L; CD8A; LDLRAD4
"6,5",CL:0000057,fibroblast,4,4,RUNX1; IL2RA; ARID5B; TBC1D4,RUNX1; PRRX1; IL2RA; ARID5B; CD3G; CHI3L1; TBC1D4
"6,5",CL:4033043,lung interstitial macrophage,4,4,PHACTR2; IL2RA,CD163; QKI; PHACTR2; IL2RA; MERTK; STAB1
"6,5",CL:0002079,pancreatic ductal cell,4,4,RHOH; CD44,RASEF; RASSF9; RHOH; SAT1; NEDD4L; CD44
"6,5",CL:1000718,kidney inner medulla collecting duct principal cell,4,4,GLCCI1; IKZF2; TBC1D4,SAMSN1; SLC14A2; GLCCI1; SYT17; TJP2; KRT19; TBC1D4; IGHG3; IKZF2; RAB9A
"6,5",CL:4033074,"cycling CD8-positive, alpha-beta T cell",4,4,TOX; IL2RA; CTLA4,TOX; LINC01943; UNG; ZBED2; IL2RA; EPSTI1; CTLA4; TNFRSF4; PDCD1
"6,5",CL:0000573,retinal cone cell,4,4,LDLRAD4; TTN,IMPG1; AC112206.2; LDLRAD4; TTN; GPC5
"6,5",CL:0000136,adipocyte,4,4,LDLRAD4; ARID5B; CD44; PHACTR2,SMYD3; BST2; DRAP1; PHACTR2; CTSB; FABP4; CD44; RAP1B; ARID5B; KDR; AAK1; ZEB2; LDLRAD4; STEAP4; NR4A2; AFF1
"6,5",CL:4047003,cycling plasma cell,4,4,LDLRAD4; GLCCI1; PELI1; PHACTR2,ANKRD39; SMG1P1; DLGAP4-AS1; GLCCI1; PELI1; LDLRAD4; GUCA2A; PHACTR2
"6,5",CL:4033080,cycling pulmonary alveolar type 2 cell,3,3,RTKN2; ARID5B; BIRC3,ADAM12; KCND3; RTKN2; DDX19A; ARID5B; ERBB2; BIRC3
"6,5",CL:0000584,enterocyte,3,3,USP15; BIRC3,USP15; GUCA2A; BIRC3
"6,5",CL:4030012,kidney loop of Henle short descending thin limb epithelial cell,3,3,GLCCI1; SPOCK2; SESN3,RNF144B; ALDH1A2; PPM1H; GLCCI1; C8orf34; FOXP2; SPOCK2; ID4; SESN3
