leiden_sub,cell_id,cell_label,evidence,dataset_count,shared_markers,gene_expr_markers
"1,2",CL:0002201,renal beta-intercalated cell,149,38,RPL7A; RPL28; RPS19; RPL32; RPS27A; RPS6; RPLP1; RPS14; RPL26; RPS12; RPS3A; TPT1; RPS15A; RPL41; RPL18; RPL12; RPL18A; RPS23; EEF1A1; RPL29; RPS18; RPL13; RPS8; RPS5; RPS2; RPS24; RPL11,RPL36A; RPL35A; COXFA4; RPL14; RBM39; RPL5; CA8; RPL7A; ATP6V0E1; CALM2; RPL27A; SNHG29; RARRES2; CD63; RPL39; MALAT1; RPS29; RPL30; SMIM24; RPS15; BSG; RPL28; RPS2; RPS28; RPL8; RPL15; SLC35F3; COX6A1; ATP6V1F; RPS27L; RPL18A; UQCRB; ATP5F1E; RPL23A; EPS8; SUMO1; RPS19; RPL27; CIRBP; RPL29; RPL9; RPS17; ATP6V0C; RPS21; TMEM213; CD9; RPL41; RPS15A; RPL12; EEF1A1; RPL13A; RPL37; IGFBP5; RPS9; RPL34; RPL3; RPL31; RPS10; RPS5; RPL36; RPS24; MIF; ATP6AP2; CA12; MAL; RPL13; LGALS3; RPS3A; RPLP1; RPS12; RPL18; RNASEK; CDA; RPS18; WFDC2; ATP6V1G3; RPL10A; RPL17; COMMD6; RPS23; TMSB4X; CNDP2; NOP53; KRT7; TPT1; ATP6V0A4; NACA; RPS27; RPL21; RPL11; RPL26; CACYBP; PLCG2; RPL32; ATP6V0B; RPS14; RPL35; SLC25A6; FAU; RPS6; NME2; RPS3; HLA-B; RPS27A; NEDD4L; RPS4X; AIF1L; CAT; CLU; RPS8; MT-ATP6; IL18; MAGI1; ECH1; ENSG00000273734.1; OAZ1
"1,2",CL:0000186,myofibroblast cell,145,32,RPS14; RPS15A; RPL41; RPL32; RPL28; RPS6; RPS27A; EEF1A1; RPL19; RPL29; RPS5; RPS8; RPS2; TPT1; RPS3A; RPL7A; RPS19; RPLP0; RPL11; RPL26; RPS12; RPL10; RPLP1; RPL13; RPS18; RPS23; RPL18A; RPL12; RPL18,CETN2; UBE2Q2P2; RGS5; TCEAL4; IFITM3-AS1; RPS19; EEF1B2; SLC25A6; MEG3; EDF1; COL1A1; RAMP1; IGF1; COL4A2; PDAP1; RPLP2; RPL4; RPL35A; AEBP1; NNMT; RPL24; HSPA2; MALAT1; RPL3; RPL10; RPL41; RPL37; ACTG1; ARPC2; CNN3; RPL5; GNAS; HNRNPA1; PLN; COL5A2; EEF1A1; RPS27; FAU; GPC3; RPS15; VIM; RPS12; RPL8; S100A11; RPL12; CALR; RARRES2; RPL37A; RPS23; BGN; ACTB; RPS8; FTH1; RPL36; RPS5; RPL19; HLA-B; TPM4; PTMA; RPL15; TIMP1; RPS27A; RPL27A; RPL13; RPL6; RPL31; RPS18; RPS11; RPS2; RPL10A; RPS25; TMSB4X; MT2A; HSP90AB1; RPL28; RPSA; GAPDH; FAP; MGP; RPLP0; COL3A1; RPLP1; RPS3A; RPL18A; EIF1; RPS4X; LMOD1; RPL7A; SRP9; RPL29; DNAJB1; RPL38; RPS6; RPL21; COL6A2; DCN; H3-3B; MYL6; RPS9; CALD1; TPT1; MT-CO1; DDX17; MYH11; S100A6; ATP5PF; SOX4; RPL34; COL1A2; ACTA2; RPS28; FBLN1; NDUFA4L2; CEBPD; RPL18; RPS14; RPL35; LGALS1; RPS15A; ENO1; B2M; TMSB10; CLU; RPL32; CFH; RPL11; LUM; FOS; RPL22; RPS3; IFITM3; RPL30; MDK; MT1X; SERF2; SERPINH1; SPARC; MYL9; CCDC13-AS1; JUNB; EIF3F; CCDC13; LINC00486; RBBP4; RPL36AL; MMP2; SERPING1; CD63; ZFP36L2; RPL36A; RPS13; RPL26
"1,2",CL:0000750,OFF-bipolar cell,140,32,EEF1A1; RPL19; RPL7A; RPL11; RPS3A; RPS14; RPL32; RPL13; RPS18; RPS23; RPL18A; RPS15A; RPL41; RPL18; RPL12; RPS5; RPS24; RPS2; RPLP1; RPS27A; RPS6; RPS19; RPLP0; RPL10; RPL26; RPS12,RPS27; HSPB1; RPS5; RPS24; RPL5; RPL19; RPL6; RPS10; EEF1D; RPL8; RPS27L; RPLP2; RPS17; RPL10; SOX3; RPL3; BSG; ADGRV1; PTPRZ1; CLU; MIR99AHG; RPS7; ZFP36L1; RPS12; ENO1; RPL7; ID4; NASP; POLD2; RPL26; SOX2; RPSA; GAPDH; RPLP0; RPS18; SERF2; RPL18; GSTP1; RPL14; RPL35A; RPS15; RPL7A; DACH1; PKM; MCM7; VIM; RPL12; RPS15A; LDHB; RPL23A; RPL13; RPS23; RPL10A; CKB; RPL17; SNHG6; SNRPB; RPL18A; SFRP1; NME2; RPS6; RPS2; RPS20; TPI1; UHRF1; RPS13; EEF1A1; RPL13A; GSG1; RPS3; FUS; RPS16; RPL32; PTMA; RPS19; RPLP1; CASZ1; RPS3A; HMGA1; RCVRN; HES1; RANBP1; HES4; PCNA; RPL21; RPL11; PTN; NPM1; RPL35; RPS14; RAN; EFNA5; RPS27A; LSM4; TTYH1; RPL41; OTX2; RPS28; AIPL1; GINS2; GNB3
"1,2",CL:0011026,progenitor cell,140,34,EEF1A1; RPL28; RPLP1; RPL11; TPT1; RPS3A; RPS6; RPL32; RPLP0; RPS19; RPL13; RPS18; RPS15A; RPL41; RPL18; RPL12; RPL7A; RPS14; RPL26; RPS12; RPL10; RPL18A; RPS23; RPS8; RPS5; RPS2; RPS24; RPL19; RPL29,CD83; RPL35A; BTF3; OFD1; GSTP1; RPL13; RPS28; RPS5; RPL36; RPL37; RPLP0; TKT; MT-CO1; MT-CO3; WDR74; COX7C; RPS24; EIF3H; RPSA; GAPDH; RPL32; PTMA; TSPAN8; EEF1B2; RPS9; RPL34; RPS15; HMGA1; RPL41; LTB; TNFAIP3; RPL4; RPL36A; MT-ND4; ARID5B; LGALS3; RPS2; RPL12; RPS7; RPL29; PRDX5; TXN; SPINT2; RPL15; RPL7A; MT-ND1; RPS21; RPL30; ARPC3; RPL13A; RPL26; RPS13; EEF1A1; RPL39; MALAT1; RPL24; RPL23; HSPD1; SNRPG; RPL10A; RPL37A; RPS23; RPS4X; LST1; RPS19; RPL35; KRT18; RPL8; RACK1; PPIA; RPL5; NDUFS6; RPL6; RPL31; HINT1; TOMM7; RPL18A; RPS18; RPS20; RPL23A; CD52; RPS12; BTG1; RPL14; ACTB; APRT; EIF5; RPS3A; RPLP1; IL7R; RPS6; RPL21; TMSB10; RPS3; RPL22; AGR2; RPL28; RPS14; RPL18; COX6B1; FTL; RPL11; RUBCNL; ACTG1; SPINK1; TPT1; DDOST; AQP3; MT-ND2; FGG; HSPE1; NOP10; RPL19; MARCKSL1; RPL3; RPL10; HSP90AA1; LINC01610; NPM1; RPL38; RPL7; RPS27; EPCAM; JUND; TMSB4X; RCN2; RPS15A; SLA; PRMT1; RPS8; EID1; S100A6
"1,2",CL:0000222,mesodermal cell,139,39,EEF1A1; RPL26; RPS12; RPS2; RPS8; RPS24; RPS5; RPL41; TPT1; RPS18; RPL13; RPL10; RPS3A; RPS19; RPLP0; RPL19; RPL18; RPS15A; RPL12; RPS23; RPLP1; RPL18A; RPL11; RPL32; RPS27A; RPS6; RPL29; RPL28; RPL7A; RPS14,RWDD1; MGST3; SNRNP70; MT-CYB; RHOC; H4C3; B2M; MIF; COX4I1; RPL15; SMURF1; DSTYK; RPAP2; PITX2; HMGN2; TXN; RPS27L; SEPT7; AL136454.1; MALAT1; RPL11; RPS6; RPL21; COX6B1; FTL; RPS3A; ACTG1; RPL36A; COL3A1; RPLP1; RPL27; HMGB2; PPDPF; FABP5; RPS23; RPL37A; ZFAS1; COX5B; S100A6; RPL13A; SELENOW; RPS24; RPS8; MZT2A; RPS5; RPS2; SNRPG; RPL10A; RPS25; SERBP1; RPS11; RPS13; RPL26; ENSG00000236449; RPS19; EIF4EBP1; RPS20; RPL23A; RPL37; COXFA4; RPL19; EVA1B; RPL6; RPL31; MDK; RBFOX2; BTF3; ATP5F1E; COX5A; RPL7; RPL24; RPL39; RPL29; RPS7; ATP5F1D; AFMID; RPS29; RPLP0; STEAP1B; AGR2; RPL28; ARHGDIA; RPSA; MYL6; RPS9; SOX4; RPL34; PFDN5; RPS15A; GPX4; RPL41; RPL36; FTH1; CD9; RPS18; SKA2; RPL13; RPS17; PABPC1; RPL9; STOML2; RPL10; RPL3; EEF1A1; HMGB1; RANBP1; NPM1; RPL38; PTGR1; TMSB4X; RPS12; PPIA; RPL32; PTMA; SLC40A1; RPS27; RPS15; VIM; UGT2B17; RPS28; FXYD3; CMPK1; SS18L2; RPS4X; CYC1; RPL35; RPL18; RPS16; RPS14; MCUB; UBC; BRK1; PPA1; TMSB10; NDUFB5; HNRNPA1; RPS4Y1; GTF3A; RPL8; RPL27A; RPS27A; RPL12; PSMA7; COX7A2; YBX1; RPL30; RPL7A; TPT1; C1QA; ATP5ME; EEF1D; RPL22; IFITM3; RPS3; RPLP2; MS4A7; RPL18A; TUBA1B; CXCL14; COXFA4L3; ADAMDEC1
"1,2",CL:4033075,"cycling CD4-positive, alpha-beta T cell",138,35,RPL26; RPS8; RPS24; RPS2; RPS5; RPL41; TPT1; EEF1A1; RPS27A; RPS6; RPL11; RPLP1; RPL18A; RPS23; RPL18; RPS15A; RPL12; RPLP0; RPS3A; RPS19; RPL10; RPS12; RPL19; RPL7A; RPL28; RPL29; RPL13; RPS18; RPL32; RPS14,BID; EIF5A; APRT; TKT; PHB; PTPRC; RPS4X; RPS17; RPS21; RPL9; RPS2; COX4I1; RPL22; PSMA1; RPL19; RACK1; RPL8; RPS9; JPT1; RPL34; CNN2; DEK; PTMA; RPL32; TMSB10; RPS19; UBA52; PFN1; RPS7; RPL29; ATP5F1E; RPL37; RAN; YWHAH; RPL11; PCNA; RPS12; PPIA; RPL5; SMC5; EIF1; ANAPC11; MIF; RPS3A; RPL18A; RPL10A; RPS25; SNRPG; RPL15; PTTG1; STMN1; NDUFA4; RPS8; RPS24; TMSB4X; TUBB; RPS15A; ZFAS1; DUT; PPP1R14B; RPLP0; SLC27A4; H2AFZ; MZT2B; RPS18; RPL41; CFL1; UCP2; RPLP1; TAGLN2; RPS27; HMGB1; EEF1A1; RPL13A; ARPC2; RPS27A; HSPA8; RPL27A; ENO1; B2M; TPT1; BTF3; PMVK; RPL4; ATP5MC2; RPL10; PPDPF; HMGB2; RPL28; RPL7A; PDCD5; COX8A; RPL35; RPS16; RPL18; RPS14; ADIPOR2; RPL13; TUBA1B; NME2; RPSA; RPL36; SLC25A5; RPL23A; RPS20; RPL39; FAU; RBM8A; MT-CO3; RPS6; MT-CO2; RPS5; H2AFV; HNRNPA1; GNAS; SLC25A3; RPL12; HNRNPA2B1; ACTB; RPL14; RPL37A; RPS23; RPL6; RPL31; RPS28; RPLP2; ARHGDIB; RPS15; MYL12A; RPS13; RPL26; SERF2; HINT1; CHCHD2; YBX1; SUPT16H; RPL7
"1,2",CL:0000584,enterocyte,133,36,RPL11; TPT1; EEF1A1; RPL12; RPL18; RPS19; RPLP0; RPS14; RPL7A; RPL32; RPL19; RPL29; RPL10; RPS12; RPL26; RPS15A; RPL41; RPL28; RPS27A; RPS6; RPS23; RPL18A; RPL13; RPS18; RPS8; RPS24; RPS5; RPS2,MT-CO1; CKB; EEF1B2; RPS11; IFI27; RPL4; GPR160; RPL10A; RBP2; RPL13A; EEF1A1; GOLM1; RPL23; RPL19; RPL13; RPL6; METTL23; RPL31; RPS10; PHB1; NDUFB2; ATP5MG; RPS19; FAU; MUC13; RPL41; SNRPD2; CD74; RPS27; PHGR1; RPL36AL; FTH1; RPL36; RPS5; COX7C; KLF5; RPL39; S100A10; RPS24; RPS2; RPL27; CYBA; STEAP1B; RPLP0; RPS12; RPL10; RPL3; RPS18; RPL18A; LGALS3; SDHB; KRT18; RPL35; TXN; PRDX5; GAPDH; PEBP1; RPL32; PFN1; RPS23; RPL37A; RPL35A; TMSB10; CA12; GSTA1; KRT8; PABPC1; RPS21; PIGR; EEF2; NEAT1; RPS13; RPL26; RPL30; AGR2; RPL28; RPL7A; RPL29; RPS7; APOA1; STARD10; NDUFA11; NACA; SPINT2; RPL15; RPL14; ACTB; RPS29; RPS4X; FABP1; RPL36A; RPS27A; RPL27A; HMGCS1; RPL7; TPT1; SERPINA1; RPS28; RPS14; RPS16; RPL18; TTR; RPL8; APOC3; FTL; RPS8; EPCAM; TMSB4X; RPL9; GPX2; RPL11; RPS6; RPL21; ACTG1; S100A6; DSTN; PKM; RPS9; RPL34; MT1G; PPDPF; MT-CO3; RPS26; LGALS4; RPL12; S100A11; RPS15; RPL37; RPLP2; TBCA; RPL22; RPS3; POLR2I; RPS15A; GSTP1; ENSG00000235979; ADH1C; MICOS10; RPS20; SLC25A5; RPL23A
"1,2",CL:0000745,retina horizontal cell,130,32,RPL7A; RPS27A; RPS6; RPL18A; RPS23; RPS14; RPL19; RPL29; RPL32; RPLP0; RPS19; RPL10; RPS12; RPL26; RPS15A; RPL41; RPL11; RPLP1; RPS5; RPS24; RPS8; RPS2; RPL13; RPS18; RPL12; RPL18; TPT1; RPS3A,DDX55; WASF3; RPL19; RPS27; CEP85L; RPL12; RPL5; RPL6; PAX6; RPL31; ACTN1; RPS19; GSTP1; RPL7; FAU; NAP1L1; LDHB; RPS2; RCN1; RPL10A; RPS25; VPS51; RPL39; RPL24; GLI3; RPL23; RPL27; RPLP1; RPS3A; RPL36A; ENO1; RPS12; CIAPIN1; MDK; RPS24; TKT; RPL11; RPS6; RPL21; COX7C; NTRK2; RPL32; DPYSL3; RPS8; RPL36; RPS5; RPL18; RPS16; RPS14; RPL35; NPM1; NDST3; NPAS3; HES1; EEF2; VIM; RPS15; SSBP1; PDE3A; VDAC2; RPS15A; RPL37; EPC1; HNRNPC; RPL18A; NEDD8; RPL10; RPL3; RPL34; MYO10; RPS18; RPL26; RPS3; RPL22; RBM39; ZFP36L1; RPL41; HSD11B2; RPL23A; RPS20; SLC25A5; RPS7; RACK1; EEF1D; RPL17; NME5; AK1; RPL7A; STAG2; BCL2L13; RPL13A; RO60; PLEKHA7; RPLP2; RPL27A; RPS27A; RPL35A; RPS23; RPL37A; RPS21; RPS28; SLC25A3; ENSG00000280987; PEG10; TBCC; HSP90AB1; RPL29; LINC03007; MGAT4C; FTL; CFL1; UQCRH; NOP53; TPPP3; CCND1; EEF1G; RPS4X; RPL13; HDGFL2; APP; TMA7; RPLP0; RBIS; ELN; RPS9; DACT3; HNRNPA1; RPL4; TPT1; UBA52
"1,2",CL:0000875,non-classical monocyte,126,29,RPS27A; TPT1; RPS3A; RPL7A; RPL12; RPL19; RPL29; RPL11; RPLP1; RPL28; RPS15A; RPS23; RPL18A; RPS5; RPS2; RPS8; RPS24; RPL10; RPL26; RPS12; RPS14; RPS18; RPL13; RPLP0; RPS19; EEF1A1,RPS18; GPX1; RPS5; IFITM3; CD14; RPLP2; IER3; RGS2; TPT1; RPS27A; CDKN1C; PSAP; IFITM2; NREP; S100A11; SRGN; NPM1; SULT1E1; RPL3; NACA; TMSB4X; SNRPD2; FTH1; TYMP; RPL12; FAM162B; HNRNPA1; SDC2; RPL19; RPL7A; RPL23A; ATP5F1E; NAP1L1; RPL10; RPLP0; CYBA; RPL35A; RPL29; LILRB2; APLP2; HLA-B; AIF1; DUSP1; SOD2; RPS16; PTMA; DDX21; RPS26; RPS28; FCER1G; RPL37; TYROBP; COTL1; EMP3; SAT1; RPL28; PPIA; RPS12; H3F3A; CTSS; RACK1; RPS27; PFN1; UBA52; FTL; RPL30; RPL26; MT2A; RPS8; EIF3H; RPS24; RPS2; RPS14; SH3BGRL3; FOS; RPS3A; RPLP1; RPL18A; CEBPD; TMSB10; NAMPT; RPS9; RPL34; CST3; RPL21; RPL11; RPS15A; RPS23; RPL10A; RPL9; ATP5MC2; PABPC1; MALAT1; RPL23; RPL24; RPL39; LYZ; RPL13; FBH1; RPL6; RPL7; FAU; RPL13A; RPS13; EEF1A1; RPS19; EIF1; GNAI2; S100A4; RPL36A; RPS29; GNAI1; TRIL; LST1; RPS4X; ID3
"1,2",CL:0009017,intestinal crypt stem cell of small intestine,120,25,RPS18; EEF1A1; RPS24; RPLP1; RPL12; RPS2; RPS8; RPLP0,DMBT1; KRT18; PPP1R1B; NDUFS4; CCL25; PDLIM1; MLEC; PIGR; YBX1; C1QBP; SLC12A2; RPL23; RPS2; GSTP1; CANX; SLC44A1; GAPDH; HSPD1; CLDN3; HBEGF; RPLP0; LGALS3; RPLP1; OLFM4; RPS24; RPS8; KRT19; SPINK1; EEF1A1; ADH1C; SFN; IGFBP2; COX4I1; CLIC1; UQCRQ; UQCRH; TXN; RPL37A; MT1X; REG1A; EEF2; MT1G; EPCAM; RPL12; HSPE1; RPS18; FTL; VDAC2; GPX2; IMPDH2; AGR2; TSPAN8; PPIB; MARCKSL1; ACTG1; HMGA1; CBX3
"1,2",CL:0000583,alveolar macrophage,120,32,RPL11; RPLP1; EEF1A1; RPL12; RPL18; RPL19; RPL29; RPS23; RPL18A; RPS14; RPS3A; TPT1; RPS15A; RPL41; RPL28; RPL32; RPS12; RPL26; RPL10; RPS6; RPS27A; RPS19; RPLP0; RPL7A; RPL13; RPS18; RPS2; RPS24; RPS8,PSAP; HSPA1A; PGLS; CEBPD; MAL2; MALAT1; ZC3HAV1; APOC1; XIST; CDC42; FTH1P20; COX6B1; MT-ND4; RPS21; SAT1; GABARAP; MYL9; RPL11; HLA-B; EIF1; RPL9; UBA52; UQCR10; NEU1; RPS26; ELF3; RPL18A; RPL6; RPL31; SH3BGRL3; COX6A1; RPLP2; IFITM2; RPS20; RPL23; EEF1G; RNF181; RPL7A; RPL32; RPL13A; EEF1A1; PCOLCE; MAML2; RPLP0; RPS27; RPL5; RPL41; HBG1; RPL30; YBX1; HLA-DRB5; VIM; RPS15; HIGD2A; APOE; SFTPB; MYL6; RPS9; CST3; B2M; RPL13; OAZ1; SCARB2; EHD2; RPL8; RPL29; LRRC75A; RPL28; HSP90AB1; LY6E; RACK1; FBLN1; RPS8; TMSB4X; MT-ATP6; RPS24; RPL39; S100A10; RPS27A; ATP11A; RASD1; TMSB10; UBC; RPS27L; RPS18; FTL; C11orf1; RPS2; RPS11; RPL34; SOX4; RPS19; ALDOA; RPL15; RPL7; SCGB3A2; MT-ND3; HBA1; RPS13; RPL26; RPS14; RPS16; RPL18; RPL38; PABPC1; PABPC4; CD74; PTPN6; RPS3A; COX7A2L; HSPA1B; RPLP1; LGALS1; RPS15A; RPL19; RPL12; FAU; RPL17; RPL37A; RPS23; MT-CO2; RPL21; RPS6; RPS12; FTH1; RPL36; RPL14; RPL22; RPS3; RPS4X; ENSG00000231606; RPSA; GAPDH; RPL37; KRT19; RPS28; GRINA; GNAS; RPS29; LINC00486; EPHX1; LAPTM5; C1QA; TPT1; CAPG; SERF2; CIB1; RPL35A; GDI2; CTSS; GNG5; S100A6; IGFBP5; VAMP8; ATP5F1E; CTSB; SRGN; RPL10; RPL3
"1,2",CL:0001056,"dendritic cell, human",120,33,RPS14; RPL11; RPLP1; RPL13; RPL28; RPL32; RPL18; RPL12; RPS23; RPL18A; RPS15A; RPL41; RPS3A; TPT1; RPS8; RPS2; RPS24; RPS6; RPS27A; RPL26; RPL10; RPS12; RPL7A; EEF1A1; RPL19; RPL29; RPLP0; RPS19,RPS7; RPL23; COL1A1; RPS11; DSP; EIF4G2; EEF2; HLA-DPB1; RPS15A; CCR7; ARGLU1; TMEM176A; AC016708.1; HLA-DPA1; RPL32; RPL37; CD74; REL; RPL13; HLA-DRB1; RPS19; GSN; RPL31; MT-CYB; TPT1; HINT1; RPL34; RPS9; RGS1; RACK1; RPL8; ID2; GSTP1; FNBP1; RPLP0; KLF6; NACA; RPL13A; EEF1A1; FSCN1; TMSB4X; RPS24; GPX4; TMSB10; MARCKS; RPL27A; RPS27A; ENSG00000292357; RPL18A; LSP1; SUB1; CSF2RA; MT-ND4; PNRC1; RPS15; VIM; RPL28; RPL7A; RPL29; S100A11; RPL12; ITM2B; RPS2; RPS25; CYTH1; BTG1; RPS12; EEF1D; RPL11; RPL36; FTH1; YWHAZ; RPL19; B2M; RPS13; RPL26; RPS6; RPL21; CFLAR; SRGN; MALAT1; RPL39; RPL35A; RPL15; KRT10; RPL27; RPLP1; RPS3A; IL7R; RPL37A; RPS23; DAPP1; RPS29; HLA-DQA1; RPS4X; CST7; MT-ND1; CDK6; DBI; RPL38; RPL22; RPS3; SYNGR2; BIRC3; OAZ1; RPL35; RAB11FIP1; RPL18; RPS14; CD83; RPLP2; HNRNPA1; SNHG5; RPL10; MARCKSL1; RPL3; NOP53; TXN; RPL30; GABARAPL2; RPS8; RPL41; RAB8B; HLA-DRA; HLA-DQB1; UBA52; RPSA; PABPC1; NAP1L1; HLA-DMA; NABP1; RPS27; TYMP; STK4; ACTB; RPL14; RPS26
"1,2",CL:0000553,megakaryocyte progenitor cell,120,25,RPL11; RPLP1; RPS14; RPS23; RPL18A; EEF1A1; RPS6; RPL7A; RPL29; RPL19; RPL13; RPS18; RPS5; RPS2; RPS8; RPS24; TPT1; RPS3A; RPS15A; RPL41; RPL28; RPL12; RPL18; RPS19; RPLP0; RPL26; RPL10; RPS12; RPL32,ZNF652; PLEK; BEX3; CD63; RPL27A; PSMA7; RPL23A; LDHB; RPL4; C6orf48; UQCR11; RPS15; PRDX1; RPS6; RPL21; RPL11; RPL35A; TALDO1; RPS2; RPS11; NME1; PLEKHA7; DEK; EEF1B2; NUCB2; RPL32; RPL7; RPL8; RACK1; RPS12; PPIA; RPL41; ANXA2; RPS24; RPS29; RPL28; HSP90AB1; RPL31; RPL6; HLA-DPA1; RPL19; SYPL1; RPS15A; LAPTM4B; RPL12; NME2; TUBA1B; GSTP1; SNRPF; RPS19; CCT8; RPL10; PRPF40A; RPS3A; MACROH2A1; RPS4X; CD164; GNAQ; RPS3; RPL22; BTF3; TPT1; RPL37A; RPS23; UQCRB; RPL18A; P2RY14; RPS8; RPL7A; RPL23; RPL24; RPS18; MZT2B; CD52; EIF4A1; AL136454.1; RPL5; HLA-DRA; PPP1R14B; RPLP0; HMGN2; GAPDH; SNRPD2; AC068724.3; RPL37; SERPINB1; RPS13; RPL26; RPL13; ITGA2B; MTCO3P12; SPINT2; RPL15; RAN; H3F3A; RPL18; RPS14; RPL35; SH3BGRL3; KLHDC2; RPL30; DNAJB6; YBX1; RPS27; PTMA; ZFAND1; LIMS1; RPL29; RPS7; HNRNPR; PDIA6; MT-CO3; RPS26; HACD1; PDLIM1; RPL27; RPLP1; TAGLN2; MALRD1-AS1; EEF1A1; HMGB1; UBB; RC3H2; RPL10A; PA2G4; RPS5; RPL36; MIF; MED12L; RNF130; RGS18; PBX1; PLXDC2; NPM1; RPL38; CENPU; CLIC1
"1,2",CL:4033069,cycling T cell,119,31,RPS5; RPS2; RPS24; RPS8; RPL19; RPL12; RPS15A; RPL41; RPS23; RPL11; RPS12; RPL26; TPT1; EEF1A1; RPL13; RPS18; RPL18A; RPLP1; RPS27A; RPS6; RPL18; RPL32; RPLP0; RPL10; RPS3A; RPS19; RPL29; RPL28; RPL7A; RPS14,HIVEP3; PUM2; ATP13A3; ARL15; MTND4P33; LCP1; TMSB4X; COX6B1; CCT4; HSPE1; UBA52; EEF2; RPS23; COMMD6; FNBP1; RPSA; GAPDH; PFN1; FAM172A; RPL41; CALM1; RPS28; RPL35A; RPS5; MYL6; RPL13; VTI1A; RPS11; HSPD1; RPS25; MT-CO1; RPS15; RPL35; RPL18; RPS14; HMGB1; EEF1A1; RPL13A; RPL15; RPL17; HLA-A; RPLP1; RPS3A; RPL18A; RPL32; PTMA; H2AZ1; STMN1; TRIR; RPS4X; RPL3; RPL10; RPL14; ACTB; TUBA1B-AS1; SEM1; RPS21; FAU; RPL28; RPL29; EIF3K; TPT1; CELF2; RPS7; RPL19; ACTG1; RPS8; RPS24; COX7C; DGKI; RPL11; RPS6; RPL21; RPL34; RPL5; RGS1; RPL12; PCBP2; RBFOX2; RPL31; RPS15A; RPS26; HLA-E; PPIA; RPS12; RPLP0; PNISR; HMGN2; GMFG; RPS27A; HSPA8; RPL27A; TMA7; SRRM1; HINT1; RPL7A; RPL30; YBX1; HNRNPA2B1; WDR33; ANP32B; SLC38A2; RPL8; RACK1; H3-3A; HNRNPA1; RPS29; GNAS; RPS3; RPL22; RPL4; SLC25A3; RPL7; TBCA; B2M; MIF; EIF1; TUBB; RPL23A; ATP5F1E; RPLP2; HMGN1; HMGB2; RPS2; ARMC9; RPS19; CEP128; RPL37; THSD4; TUBA1B; RPS18; NCL; RPL39; RPL36A; TMSB10; KAT6A; FTH1; YWHAZ; RHOC; RPS13; RPL26; RPS27
"1,2",CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",119,33,RPL18A; RPL19; RPL28; RPS14; RPL11; RPL26; RPL10; RPS12; RPL7A; RPS19; RPLP0; RPLP1; RPS6; RPS27A; RPL41; RPS15A; RPL13; RPS18; RPL18; RPL12; TPT1; RPS3A; EEF1A1; RPS8; RPS2; RPS24,RHOC; RPL18A; NUCKS1; S100A4; RPL19; GPC3; RBFOX1; HBA2; RPL23; MALAT1; RPL39; SUB1; FYN; AOAH; TMA7; EVL; HBG2; CD69; PIK3R5; HLA-B; RPS3; CDC42EP3; SYTL3; RPS18; RPL5; IL32; RPS2; CCL5; RPL34; RPS24; GZMA; TPT1; CD52; RPL23A; CTSW; PRF1; RPL38; DUSP2; CST7; GNAS; GZMH; RPS29; ACTB; MIDN; B2M; RPL13A; LRRFIP1; WWOX; XCL1; RPS26; HLA-E; PTMA; RPL7A; CXCR4; RPS15A; RPL12; SKAP1; RPL41; CD8A; RPS27A; RPL27A; TMSB4X; MT-ATP6; RPS8; FOS; NKG7; TRIM54; RPL28; RPLP0; GNLY; RPS12; PLAC8; PPIA; XCL2; MT-CO1; MT-ND4; CREM; RPL13; RPS27; CNOT6L; FTH1; RPL36; RPL11; RPS6; RPL21; CD3D; GZMK; SH3BGRL3; PRDX5; PTPRM; RAN; ASAP1; FTL; RPS19; RPLP1; CYBA; RPL27; HLA-C; RPS7; CD2; CORO1A; TRBC2; HLA-A; RPL17; RPL10A; RPL26; CD74; GAPDH; TMSB10; SAMD3; RPL6; MYL12A; RPS15; RPS21; RPL10; RPL3; RPL35A; JUN; CCL4L2; RPS3A; IFI6; FAU; KLRB1; PTPRC; RPS4X; RPL37; GPSM3; EEF1A1; CD247; ATOX1; RPS14; RPL18; CTSC; OST4; ACTG1; CD7
