leiden_sub,cell_id,cell_label,evidence,dataset_count,shared_markers,gene_expr_markers
"3,6",CL:0000784,plasmacytoid dendritic cell,21,7,ARHGAP15; PRKCB; SRGN; S100A9; S100A8; MNDA,DUSP23; TNFAIP6; IL1B; S100P; CEP78; FCN1; HCST; E2F7; DIAPH2; LST1; MS4A6A; ACP5; OLR1; CD163; CD14; CD300E; TCF4; S100A9; EFHD2; TGFBI; PRKCB; MIR3945HG; SCGB3A1; S100A8; S100A12; RGS2; EREG; TNIP3; IRF8; THBS1; AIF1; GPR183; CXCR4; RNASET2; CD3E; CD37; LCK; ARHGAP15; CD83; LILRA5; ITM2C; DGKI; VCAN; SRGN; REL; MNDA; MPEG1; CD68
"3,6",CL:4033048,respiratory tract suprabasal cell,21,7,S100A9; S100A8; MNDA,VPS35L; DOCK5; CFP; LILRA5; RNASE6; ICAM2; ANKRD36C; VCAN; MNDA; LILRB2; NR4A1; F13A1; FGL2; IL3RA; CD68; S100A8; S100A12; ACP5; IL1B; HMGB2; PLAUR; FCN1; IRAG2; UTRN; IRF7; EFHD2; GPR183; CD300E; CD14; S100A9; HSD17B11; OLR1; LST1; LIPA; GPRC5A; CCL20; CSTB
"3,6",CL:4030023,respiratory tract hillock cell,21,7,S100A9; S100A8; MNDA,HCST; HSPA1B; EFHD2; MIR3945HG; CD163; TNFAIP6; IL1B; MS4A6A; VCAN; IRF8; MNDA; UTRN; VPS35L; APIP; FCN1; CPVL; LILRA5; CFP; OLR1; ALDH3A2; FRY; FGL2; LST1; CXCR4; THBS1; AIF1; CD14; HLA-DQB1; S100A9; HSD17B11; PLAUR; MEF2C; LRRK2; MTRNR2L12; S100A8; SLC12A2; DAPP1; RNASE6
"3,6",CL:1000312,bronchial goblet cell,21,7,S100A9; MNDA; S100A8; RNF149; MXD1; ARHGAP15,LILRB2; CD163; DOCK5; RAB11FIP1; LILRA5; MIR3945HG; INHBA; IRF7; TNIP3; VCAN; PLAUR; ARHGAP26; CAT; NABP1; DAPP1; KLRD1; RNF149; SORL1; HSD17B11; S100A9; CD68; GTDC1; MTRNR2L12; S100A8; MXD1; FCGR3A; WDFY4; CTSW; ARHGAP15; AL390957.1; TGFBI; MNDA; LST1; RAMP2; HCST; EREG; CXCR4; CDK6; PROK2; AIF1; TMEM100; FCN1; FGL2; FRY; SLC25A37; CD37
"3,6",CL:0000186,myofibroblast cell,21,7,S100A9; S100A8; MNDA,DOCK5; CD14; CXCL6; CCL4L2; MS4A6A; RASSF4; SFTPA2; CD36; PLAUR; CPVL; MYB; KCNMA1; C11orf96; WDFY4; C1QA; CCL20; S100A9; NR4A1; CXCR4; GPR183; AIF1; IL7R; LIPA; LST1; HCST; MNDA; S100A8; S100A12; PEG10; IL1B; HMGB2; CD37; LCK; CFP; LILRA5; DGKI; VCAN; CAT; FCN1; MPV17L; EFHD2; CDC20B; STAB1
"3,6",CL:0000542,lymphocyte,21,7,SRGN; PTPRC; LCP1; ARHGAP15,IFI16; PPP2R5C; FYN; SMC4; CD3D; CD52; TMSB4X; LSP1; JAK1; LEPROTL1; AC016205.1; CENPK; STK26; PTPRC; B2M; GZMA; MKI67; PRKCH; IKZF3; HLA-B; PFN1; CENPF; CD69; STK4; GNG2; SLFN12L; ARHGAP15; KNL1; CORO1A; HMGN2; EZH2; CD3E; STAT4; TRBC1; ITM2C; CELF2; CD7; NUP210; SRGN; SKAP1; CD74; STMN1; TOP2A; LCP1; MBNL1
"3,6",CL:0019019,tracheobronchial smooth muscle cell,21,7,S100A9; S100A8; MNDA,LTC4S; MIR3945HG; APIP; VCAN; LST1; LRRK2; S100A8; EREG; S100A12; S100A9; RAB11FIP1; LILRA5; CFP; FCN1; MNDA; TRAC; PLAUR; AIF1; GPR183; THBS1; KCNMA1; PLCG2; EFHD2; LILRB2; FGL2; DKK2; DAPP1; LILRB1; S100P; MS4A6A; CD83; HMGB2; CLCA2; CD300E; CD14
"3,6",CL:1000223,pulmonary neuroendocrine cell,18,6,S100A9; S100A8; MNDA,VCAN; STAB1; FCN1; CD300E; CD14; DOCK5; S100P; PLAUR; S100A9; TNFAIP6; LRRK2; S100A8; MNDA; MIR3945HG; PLCG2; S100A12; CLEC10A; CD163; CSF1R; C15orf48; AIF1; FGL2; LST1; PARAL1; CD68; HMGB2; IL1B; IL3RA; CD37; IRF8; DERL3; RNASE6; OLR1; LILRB2
"3,6",CL:0000077,mesothelial cell,18,6,S100A9; S100A8; MNDA,MYLK; CD247; CEP78; KALRN; CPVL; CD83; S100A12; LRRK2; S100A8; CXCR4; AIF1; TNFAIP6; ICAM2; EFHD2; S100A9; CSF2RA; RNASE6; ARL3; DIAPH2; LILRB2; MKI67; LST1; FCN1; TRBC2; MNDA; PLAUR; S100P; IL1B; CD2; CLNK; LILRA5; VCAN; CAT; CD69; OLR1; PLK4; CCL4
"3,6",CL:0002075,brush cell of tracheobronchial tree,18,6,S100A9; S100A8; MNDA,INHBA; RNASE6; MS4A6A; HMOX1; S100A9; TNFAIP6; PLAUR; OLR1; CCL5; LILRA5; RAB11FIP1; MNDA; TFCP2L1; TGFBI; LILRB2; CD300E; CD14; NKG7; IL1B; HOMER3; FCN1; S100A12; EREG; LST1; HCST; CD163; VCAN; IRF8; THBS1; AIF1; S100A8; LRRK2; IRF7; S100P; FCGR3A
"3,6",CL:0002633,respiratory basal cell,18,6,S100A9; S100A8; MNDA,TNIP3; GIHCG; MT1F; ANKRD36C; FCN1; MNDA; CSTB; MS4A6A; CCR7; CD14; MACF1; VCAN; HSD17B11; S100A9; FGL2; CPNE3; NR4A1; TNFAIP6; S100A8; S100A12; UGCG; AIF1; THBS1; PPP1R14A; RASSF4; DUSP23; CSF1R; HOMER3; HMGB2; CTSB; APIP; UTRN; IL7R; CD163; NRP2; CFP; RAB11FIP1
"3,6",CL:0000935,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",18,6,MCTP2; SMCHD1; PTPRC; ARHGAP15; RIPOR2,CD96; PRKCH; CDC42SE2; PDE3B; BCL11B; MLLT3; SMCHD1; RIPOR2; NELL2; MCTP2; CDK12; CBLB; FOXP1; ARHGAP15; AC016831.7; FYN; ITGA4; FOXN3; UTRN; SYNE2; PTPRC; ATM; CELF2; ZEB2; FAM172A; ASH1L; GZMK; RABGAP1L; MALAT1; ANKRD44; RSRP1; SPTBN1; RHOH; SKAP1; LRBA; DGKA; OXNAD1; CEP85L
"3,6",CL:0019001,tracheobronchial serous cell,18,6,S100A9; S100A8; MNDA,LCK; INHBA; VCAN; FCN1; TNFAIP6; S100A12; PI3; MNDA; LST1; FGL2; HCST; S100A8; LRRK2; UTRN; S100P; MIR3945HG; DUSP23; HMGB2; CD14; HP; PLAUR; CCL4L2; CTSB; CD163; AIF1; MS4A6A; SFTPC; LILRA5; CFP; RAB11FIP1; S100A9; CSF2RA
"3,6",CL:0000158,club cell,18,6,S100A9; S100A8; MNDA,VCAN; ACP5; S100A9; MNDA; S100A12; EREG; FGL2; LST1; S100P; S100A8; LRRK2; CLNK; FCN1; AIF1; THBS1; CD83; MARCO; C1QA; CD68; SLC6A4; EFHD2; DSG3; CD300E; CD14; LILRA5; RAB11FIP1; CFP; CD163; ALDH3A2; RIMS1
"3,6",CL:4028003,alveolar capillary type 2 endothelial cell,15,5,S100A9; S100A8; MNDA,IRF8; AGER; CD163; S100A9; S100A3; MNDA; S100A12; LAMP3; TOP2A; CD83; USP13; MS4A6A; FMO3; RASSF4; MIR3945HG; BIRC5; CEACAM5; LILRB2; S100A8; LRRK2; S100P; HIGD1B; LST1; CXCL17; FGL2; LCN2; FCN1; HP; LTF; MMP7; GPR183; AIF1; CXCR4
"3,6",CL:4033045,lung migratory dendritic cell,15,5,S100A9; S100A8; MNDA,VCAN; HYAL2; MACF1; THBS1; PLAUR; HMGB2; FCN1; CD163; EFHD2; CXCR4; HSD17B11; AIF1; CPVL; S100A9; CD300E; MS4A6A; CPNE3; MNDA; FGL2; LST1; ACP5; S100A12; S100A8; FBP1; LRRK2; ATF3; OLR1
"3,6",CL:4028006,alveolar adventitial fibroblast,15,5,S100A9; S100A8; MNDA,CCL4; CFP; CD163; MZB1; CD14; S100A8; S100A12; CD37; HSD17B11; S100A9; TNFAIP6; IGHA1; JCHAIN; DERL3; UTRN; DIAPH2; MNDA; CD7; FKBP11; IGKC; FCGR3A; CTSW; FCN1; VCAN; PLAUR; IRAG2; HMGB2; THBS1; AIF1; GNLY; VPS35L
"3,6",CL:4028004,alveolar type 1 fibroblast cell,15,5,S100A9; S100A8; MNDA,MZB1; IGKC; APOC1; HEY1; CD37; LST1; HCST; MNDA; EREG; S100A12; PI3; ACP5; S100A8; LRRK2; S100A9; CPVL; ANKRD36C; AIF1; IGFBP2; HYAL2; EFHD2; BTNL9; VCAN; DGKI; HP; CAT; IER5L; CFP; FCN1; HMGB2; RNASE6; HPGD
"3,6",CL:1000432,conjunctival epithelial cell,13,4,BASP1; CSF3R; S100A9; S100A8; SLC2A3; PTPRC; SRGN,BASP1; HCLS1; FCGR3B; ALOX5AP; MAPK1; CD53; ATF2; SLC2A3; ARHGAP26; CYB5R4; SAMSN1; JARID2; PTPRC; STK10; GALC; AREG; RALB; IL1R2; USP15; ITGAX; SLC11A1; S100A9; PAG1; S100A8; EVI2B; CSF3R; SERPINB1; UPP1; SRGN; RPE65; TNFRSF1B; RAB11FIP1; PIK3R5
"3,6",CL:0010003,obsolete epithelial cell of alveolus of lung,12,4,S100A9; S100A8; MNDA,PPP1R14A; MTRNR2L10; UPK3B; LILRA5; VCAN; CLEC9A; FCN1; CD300E; KIF1A; CD37; GNLY; EMCN; MNDA; EPAS1; FGL2; PI3; S100A12; S100A8; MT1X; TNFAIP6; S100A9; HP; PLAUR; S100P; LRRK2; LAMB3
"3,6",CL:0000192,smooth muscle cell,12,3,PTPRC; PRKCB; NAMPT; ARHGAP15; MYO1F; CSF3R; GLT1D1; S100A9; S100A8; DYSF; BASP1,DOCK2; ARHGAP15; MYO1F; EEF1A1; AOAH; ACTA2; PTPRC; IL1R2; CSF3R; FAM49B; DYSF; BASP1; S100A8; SAMSN1; NAMPT; SPP1; ACSL1; GLT1D1; PRKCB; IRAK3; CXCL8; S100A9; FTH1; ZEB2; PIK3R5; IGKC; FGD4
"3,6",CL:0000826,pro-B cell,12,4,PTPRC; LCP1; LYN; ARHGAP15; PRKCB; RIPOR2,ANGPTL1; SP140; PLEKHG1; TRIM28; LYN; MPHOSPH8; MS4A1; ANKRD44; TMEM131L; LCP1; RCSD1; FCHSD2; ADAM28; SP110; LIMD2; ARHGAP15; UBE2I; PRKCB; ARHGAP24; TNFRSF13C; ST6GAL1; MEF2C; PAX5; BANK1; RIPOR2; NUP153; NUP88; PTPRC
"3,6",CL:4033008,vein endothelial cell of respiratory system,12,4,S100A9; S100A8; MNDA,KLK10; ITGB8; PLCG2; S100P; SCEL; LRRK2; MARCO; APOC1; LIPA; VCAN; PLAUR; S100A9; TNFAIP6; LST1; MNDA; OLR1; SLC12A2; RARRES1; PI3; S100A8; S100A12; FCN1; DUSP23; HMGB2; MIR3945HG; CD37; IL1B; CD14
"3,6",CL:4033044,deuterosomal cell,12,4,S100A9; S100A8; MNDA,LRRK2; FCN1; PLAUR; FCGR2B; C15orf48; IL1B; CD14; S100A8; ACP5; CD163; VCAN; CTSB; LTB; S100A9; AIF1; FGL2; EREG; LST1; HCST; CCL23; MNDA; CD37; MARCO
"3,6",CL:0002064,pancreatic acinar cell,11,3,NEDD9; PTPRC; PRKCB; ARHGAP15; MYO1F; CSF3R; S100A9; BASP1,SAMSN1; SLC12A6; SPAG9; IFRD1; NEAT1; ARHGAP15; AOAH; MYO1F; IL1R2; CSF3R; BCL2A1; LUCAT1; DENND5A; SOD2; BASP1; TBC1D10C; NEDD9; ACSL1; LCP2; PRKCB; SORL1; TNFAIP6; CXCL8; S100A9; PTPRC; COL1A2
"3,6",CL:0000115,endothelial cell,11,3,RNF149; ARHGAP15; NEDD9; NAMPT; CD55; BASP1,LUCAT1; PLAUR; LCP2; NEDD9; RNF149; OXSR1; DOCK4; NDEL1; BASP1; FGD4; CD55; FOXO3; AQP9; IVNS1ABP; NEAT1; ARHGAP15; NAMPT; ARHGAP26
"3,6",CL:1000488,cholangiocyte,10,3,NEDD9; MXD1; RIPOR2; LCP1; RNF149; NAMPT; BASP1,NEDD9; RAB31; BRAF; NEAT1; GAB2; PICALM; XPO6; MXD1; SAMSN1; NABP1; ELL2; RIPOR2; NAMPT; BASP1; LCP1; SLA; KCNJ15; PILRA; SLC11A1; RBM47; AQP9; PLAUR; RNF149; TMCC3; ABHD5; FGD4; SIPA1L1
"3,6",CL:0000171,pancreatic A cell,10,3,RIPOR2; PTPRC; ARHGAP15; PRKCB,THEMIS; LINC00861; RHOH; RIPOR2; PRKCB; CD96; ARHGAP15; IKZF1; IL7R; TMC8; PTPRC; SLFN12L; GRAP2; CD247; SKAP1; ITK; ITGAL; CYTIP
"3,6",CL:4033024/CL:4033055,SMG duct,9,3,S100A9; S100A8; MNDA,MS4A6A; SCGB1A1; EREG; LST1; MIR3945HG; CD68; MNDA; LILRA5; RPL39L; CPVL; S100A9; TNFAIP6; FRY; LRRK2; FCN1; MCAM; S100A8; S100A12; CFP; PLAUR; THBS1; C15orf48
"3,6",CL:0019003,tracheobronchial goblet cell,9,3,S100A9; S100A8; MNDA,VCAN; FCN1; CFP; CLEC10A; MS4A6A; EREG; LST1; LRRK2; S100A9; S100A8; DUSP23; MACF1; CD37; CSF2RA; XIST; UTRN; MNDA; HSD17B11; EFHD2; DERL3; POU2AF1; IL1B; CCL4L2
"3,6",CL:0005006,ionocyte,9,3,S100A9; S100A8; MNDA,RNASE6; CFP; MTRNR2L8; FCGR2B; CD14; CD37; DKK2; CLNK; LRRK2; MIR3945HG; RASSF4; LILRB2; S100A8; HP; LILRA5; FGL2; LST1; MNDA; AIF1; TNFAIP6; S100A9; APIP
"3,6",CL:0002489,double negative thymocyte,6,2,PTPRC; ARHGAP15; LCP1; RAB27A; SLC2A3; SMCHD1,PTPRC; STK17B; APBB1IP; STK17A; LCP1; HERPUD1; SMCHD1; SLC2A3; AOAH; RBM25; SNRPB; NCALD; ARHGAP15; DUSP2; RAB27A; CYTIP; PARP1; CD247; PPP1R18; NCR3
"3,6",CL:0000940,mucosal-associated invariant T cell,6,2,S100A9; S100A8; MNDA; PTPRC; ARHGAP15; MYO1F,S100A9; LYZ; JAML; KLRB1; BCL2; PTPRC; MYO1F; SLFN12L; CEBPD; ARHGAP15; TYROBP; SETX; MNDA; S100A8; S100A12; CCND3; ETS1; CBLB; SLA; VCAN
"3,6",CL:0000890,alternatively activated macrophage,6,2,PTPRC; LYN; RNF149; NAMPT; SRGN,RUNX1; CTSB; SLC9A9; SRGN; PTPRC; CD163; ATP8B4; TLR2; ITPR2; NAMPT; CD36; ACSL1; ZEB2; KYNU; AKAP13; LYN; LGMN; RNF149; AFF3
"3,6",CL:0000798,gamma-delta T cell,6,2,PTPRC; ARHGAP15; SMCHD1; S100A9; S100A8; MNDA,ARHGAP15; PTPRC; BCL2; ANKRD44; PARP8; GALNT2; LTA4H; CAMK4; SPI1; RAB31; AOAH; TYROBP; HK3; MNDA; S100A9; SLC11A1; S100A8; LST1; SMCHD1; ST3GAL1
"3,6",CL:1000413,endothelial cell of artery,6,2,CD55; SRGN; NEDD9,BTG1; SERTAD1; HLA-E; MYCT1; TM4SF1; EMP1; SRGN; SWAP70; KCTD12; IGFBP3; DUSP1; RPS6KA5; NEDD9; CD55; VGLL4; VIM; JMJD1C
"3,6",CL:0000844,germinal center B cell,6,2,S100A9; S100A8; LCP1; NCF1; BASP1,S100A8; CFL1; ANXA3; UCP2; CD19; PARP1; S100A9; NCF1; CD37; ARPC3; TMSB4X; LCP1; ARHGDIB; BASP1; HMGB2; CD79B; CD79A; ALOX5AP; RGL4
"3,6",CL:0001058,"plasmacytoid dendritic cell, human",6,2,SRGN; PTPRC; ARHGAP15; PRKCB,SLA; CHST11; PRKCB; AFF3; PTPRC; FCHSD2; ARHGAP15; ANKRD12; MALAT1; CUX2; BLNK; RABGAP1L; SRGN; BCL11A; TCF4; RAB31; CELF2; SLC8A1
"3,6",CL:0009089,lung pericyte,6,2,S100A9; S100A8; MNDA,FCN1; CFP; MNDA; MS4A6A; CCL4L2; PDPN; C1QA; THBS1; CD14; STAB1; CTSB; S100A9; AIF1; VCAN; S100A8; S100A12
"3,6",CL:0000815,regulatory T cell,6,2,ARHGAP15; SRGN; PTPRC; SLC2A3; SMCHD1,TNFAIP3; PRKCH; STK4; SARAF; SMAP2; CAST; OGA; ANKRD44; SLC2A3; SMCHD1; PTPRC; MALAT1; CD44; GBP5; SRGN; SKAP1; ARHGAP15; FYN
"3,6",CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell",6,2,ARHGAP15; RIPOR2; SMCHD1; PTPRC; LCP1; SRGN,COA1; AGO2; RASGRP1; AURKAIP1; SRGN; HERPUD1; CD2; NKG7; LCP1; TMSB4X; ARHGAP15; DUSP2; NELL2; CXCR4; HCG17; OGDH; CD8A; PTPRC; SMCHD1; RIPOR2
"3,6",CL:0005012,multiciliated epithelial cell,4,1,NAMPT; S100A9; S100A8; BASP1,S100A11; H3F3A; BASP1; CXCR2; S100A9; SLC25A37; FCGR3B; H3F3B; NAMPT; S100A8
"3,6",CL:0000051,common lymphoid progenitor,3,1,PTPRC; PRKCB; RIPOR2,ANKRD44; LPP; FAM49B; RIPOR2; MEF2C; KMT2C; PRKCB; PTPRC; MAML3; MEF2A
"3,6",CL:0002129,regular atrial cardiac myocyte,3,1,PTPRC; PRKCB; MYO1F,PRKCB; CCND3; SMAP2; PTPRC; MYO1F; STK17A; TTN; SKAP1; FKBP5; ATXN1
"3,6",CL:0000906,"activated CD8-positive, alpha-beta T cell",3,1,PTPRC; ARHGAP15; RIPOR2,HNRNPC; RPS8; ATXN1; ARHGAP15; RPS27L; S100A6; RPS23; RIPOR2; PTPRC; PARP8
"3,6",CL:0008001,hematopoietic precursor cell,3,1,NAMPT; CSF3R; RNF24,CSF3R; LRRK2; RNF24; NAMPT; KCNJ15; IL1R2; EPHB1; MME; CLDN4; TREM1
"3,6",CL:0010020,cardiac glial cell,3,1,RAB27A; MYO1F; SRGN,APBA1; SAT1; RAB27A; LAT2; SRGN; MAP3K8; ZNF16; XYLT1; MYO1F; PRANCR
"3,6",CL:0000818,transitional stage B cell,3,1,PRKCB; RIPOR2; SMCHD1,SMCHD1; REL; WAC; FAM117B; ARHGAP24; NCOA3; AFF3; PRKCB; CAMK1D; RIPOR2
